formula	count
ca-certificates	481840
openssl@3	467630
xz	393909
sqlite	375511
python@3.14	359198
zstd	294266
node	274946
gh	269625
readline	245271
lz4	230832
icu4c@78	209467
glib	208808
libnghttp2	203649
pcre2	197148
ffmpeg	187180
awscli	185966
libunistring	179357
uv	178451
mpdecimal	177484
libpng	176009
little-cms2	165482
expat	161887
gmp	155287
llhttp	153046
simdjson	151813
jpeg-turbo	151045
libngtcp2	148416
gettext	147257
freetype	145848
gnutls	141965
harfbuzz	140616
cmake	137135
ncurses	131832
libtiff	131273
zlib-ng-compat	128875
go	127381
libx11	124763
simdutf	123989
brotli	122515
gnupg	122505
pkgconf	122470
giflib	121138
git	119254
libgpg-error	116770
libnghttp3	115346
merve	115095
libxext	114294
xorgproto	111921
coreutils	111348
unbound	110682
fontconfig	108973
libvmaf	107451
c-ares	102080
libuv	101508
fmt	99934
python@3.13	99135
x265	97321
nbytes	95721
mise	91901
pixman	91874
nettle	91811
libedit	91598
libxcb	90491
llvm	89961
m4	89860
libxau	89770
cairo	89069
ada-url	88779
libxdmcp	87400
libffi	86913
libxrender	85822
dav1d	85048
aom	84855
libksba	83892
bzip2	83710
certifi	82690
docker	81812
python@3.12	81288
xcbeautify	80782
hdrhistogram_c	78211
lzo	77861
jq	76460
pnpm	76198
uvwasi	75820
libgcrypt	75671
ruby	74886
curl	74210
openjph	73795
ripgrep	73398
krb5	73239
imagemagick	73210
gcc	73119
ollama	72789
libssh2	72161
graphite2	71742
gemini-cli	71515
libusb	70461
libgit2	69815
opus	69516
libomp	68994
