formula	count
openssl@3	500806
xz	407393
sqlite	403955
zstd	402229
ca-certificates	390607
gh	377283
node	361736
readline	322005
python@3.14	255959
lz4	255549
pcre2	251085
icu4c@78	248083
libunistring	243238
awscli	230494
glib	229374
mpdecimal	205389
libngtcp2	202019
uv	200382
gettext	198419
harfbuzz	198162
libuv	196636
freetype	187785
simdjson	186516
libnghttp2	177678
ffmpeg	176353
brotli	173749
go	173364
libpng	168585
gmp	166049
zlib-ng-compat	162740
libtiff	160536
libx11	159879
libnghttp3	158687
pkgconf	153586
ncurses	151475
expat	146870
ada-url	140138
little-cms2	139074
gemini-cli	138860
c-ares	138635
libxext	137503
xorgproto	132068
cmake	130803
jpeg-turbo	129133
fmt	127371
llhttp	123772
m4	123354
openexr	120804
gcc	117708
git	116688
python@3.13	115349
uvwasi	108269
hdrhistogram_c	107624
fontconfig	106048
bzip2	103949
libffi	103224
giflib	102518
gnutls	98884
dav1d	98608
libxcb	98384
libxau	98058
gnupg	96595
libgpg-error	95571
libxdmcp	94714
imagemagick	93872
libvpx	92835
libgcrypt	92421
coreutils	91513
libxrender	90102
libedit	89930
pixman	87663
krb5	87271
certifi	87146
unzip	86680
berkeley-db@5	84849
p11-kit	84710
openjph	84496
cairo	83039
libssh2	82173
protobuf	80538
xcbeautify	80496
yt-dlp	80484
mise	79371
opus	79238
jpeg-xl	78612
node@22	77542
svt-av1	75009
pyenv	73891
libtasn1	73538
deno	72365
pango	71783
ollama	71253
curl	70984
sdl2	70745
x265	70700
poppler	70654
unbound	70522
libksba	70234
libxml2	69814
jq	69757
