formula	count
openssl@3	550209
xz	498217
ca-certificates	462747
sqlite	392683
python@3.14	333702
zstd	321424
gh	317548
node	303956
readline	266803
libpng	243699
lz4	240617
icu4c@78	237515
libnghttp2	236975
pcre2	206202
simdjson	202265
harfbuzz	202034
libngtcp2	200256
awscli	196940
libunistring	195517
mpdecimal	185325
ffmpeg	175657
jpeg-turbo	172259
glib	171766
gmp	162992
uv	161807
freetype	160005
gettext	157808
cmake	154536
expat	151135
little-cms2	144337
giflib	143921
ncurses	141054
git	137863
go	137301
libtiff	135098
zlib-ng-compat	134954
brotli	132544
libvmaf	131945
libx11	129193
pkgconf	129028
libnghttp3	123833
simdutf	121501
libxext	117671
libuv	116984
python@3.13	116983
xorgproto	114709
coreutils	114018
llhttp	110947
merve	108916
c-ares	108731
fontconfig	105975
ada-url	104786
fmt	103911
gnupg	101664
openexr	100449
x265	96004
gemini-cli	95704
mise	94560
libffi	94424
m4	93743
ollama	92574
bzip2	90935
libgcrypt	90572
libxcb	89870
libxau	89750
libgpg-error	89642
dav1d	89323
aom	89210
pixman	88896
gnutls	88608
nbytes	87496
libxdmcp	86730
libxrender	85529
cairo	85342
hdrhistogram_c	84467
libmpc	83405
uvwasi	83030
jq	82707
poppler	81069
krb5	80858
xcbeautify	80647
libedit	80438
unbound	80280
ripgrep	78026
gcc	77941
svt-av1	76066
fzf	75851
unzip	75273
lzo	73297
llvm	73247
libevent	73182
pango	72795
libssh2	72741
imagemagick	71729
opus	71401
libomp	71176
p11-kit	70761
python@3.12	70540
libidn2	70197
certifi	69880
