formula	count
openssl@3	537686
xz	505350
ca-certificates	476068
sqlite	394878
zstd	328041
node	308453
gh	304827
python@3.14	302836
readline	271365
libpng	262065
icu4c@78	245564
lz4	242616
libnghttp2	237849
libngtcp2	219160
pcre2	208768
simdjson	203621
harfbuzz	202271
libunistring	200859
awscli	195775
jpeg-turbo	194775
mpdecimal	186404
glib	177397
ffmpeg	175439
cmake	167165
freetype	166026
gettext	161822
gmp	160417
uv	155463
expat	149665
ncurses	142492
giflib	142347
git	140339
go	139514
brotli	137718
zlib-ng-compat	136256
little-cms2	136193
libtiff	135735
pkgconf	131340
libx11	130780
libnghttp3	127289
libuv	121831
libvmaf	121116
libxext	118320
xorgproto	115545
ada-url	112600
c-ares	110215
coreutils	107149
fontconfig	105053
simdutf	104829
fmt	104781
openexr	104097
llhttp	104072
gemini-cli	102370
python@3.13	99725
gnupg	97507
libffi	95357
m4	94210
bzip2	92020
aom	91175
merve	91145
mise	90904
x265	90410
ollama	90308
libxau	89891
libgcrypt	89832
libxcb	89759
dav1d	89722
pixman	87949
libxdmcp	86957
hdrhistogram_c	86205
libgpg-error	85396
libxrender	85081
uvwasi	84945
cairo	84364
libmpc	84227
neovim	82935
krb5	82734
jq	82521
libedit	82241
poppler	81999
gnutls	80136
svt-av1	79843
gcc	79262
xcbeautify	78505
unzip	76417
ripgrep	76167
pango	75983
libssh2	74442
llvm	74354
nbytes	73447
libevent	73384
lzo	72262
libomp	71963
p11-kit	71860
imagemagick	71782
opus	71678
libidn2	70939
libvpx	69972
fzf	69406
berkeley-db@5	68502
