formula	count
ca-certificates	470767
openssl@3	413252
sqlite	327397
python@3.14	326682
gh	309710
xz	279594
node	245220
zstd	227018
fontconfig	221393
awscli	200568
readline	187830
glib	178209
pcre2	176500
icu4c@78	173418
lz4	168098
ffmpeg	167088
cmake	165794
uv	163664
harfbuzz	160234
mpdecimal	146344
gmp	136063
libngtcp2	135360
libpng	134218
libunistring	131181
little-cms2	129388
gettext	127341
ncurses	126612
libx11	124895
libnghttp3	124299
libffi	123983
jpeg-turbo	121300
go	120853
libtiff	120612
graphite2	118949
libcap	117922
pkgconf	110054
freetype	105595
llvm	104758
expat	103584
llhttp	101754
zlib-ng-compat	101353
bubblewrap	101251
fmt	97558
gcc	97055
gnutls	96461
libvmaf	96328
libxext	95398
libnghttp2	93051
brotli	91595
xorgproto	91427
giflib	89431
coreutils	87395
poppler	85494
openexr	84777
git	84391
protobuf	84173
imagemagick	83094
jq	81737
certifi	80921
cairo	79800
gnupg	79339
python@3.13	79155
xcbeautify	78267
libxcb	78262
c-ares	75920
libomp	75752
openjph	73690
pipx	72824
pixman	72606
python@3.12	70672
pnpm	69987
x265	69050
aom	68796
mise	68377
deno	67995
nettle	67739
dav1d	67443
simdjson	67101
ollama	66877
libxau	66106
ripgrep	65637
libuv	65442
libxdmcp	65194
libxrender	63540
pango	63155
oniguruma	63002
gemini-cli	62924
libgpg-error	62277
openjdk	62139
m4	62081
pyenv	61555
libusb	60701
krb5	60658
simdutf	60171
z3	59953
yt-dlp	59428
ada-url	58583
tmux	58151
luajit	58087
lzo	58039
