formula	count
openssl@3	503754
xz	407114
zstd	405162
sqlite	397684
ca-certificates	377975
gh	372578
node	359157
readline	321884
python@3.14	259326
lz4	254033
pcre2	253198
libunistring	236060
icu4c@78	230407
awscli	228008
glib	225622
mpdecimal	204889
uv	203103
libngtcp2	200120
gettext	198469
libuv	198175
freetype	187371
harfbuzz	186938
simdjson	178954
go	177298
libnghttp2	176697
ffmpeg	175524
brotli	172104
libpng	171578
zlib-ng-compat	164714
gmp	164197
libtiff	161794
libx11	161169
libnghttp3	158282
pkgconf	152444
ncurses	151833
expat	141482
ada-url	139561
little-cms2	138968
c-ares	137878
libxext	137434
gemini-cli	134368
xorgproto	131710
llhttp	130141
jpeg-turbo	128549
fmt	127463
cmake	125516
m4	124212
git	120532
gcc	120173
openexr	117831
python@3.13	116698
uvwasi	107825
hdrhistogram_c	107414
fontconfig	104702
bzip2	104539
libffi	103039
gnutls	100777
libvpx	100038
dav1d	98400
libxcb	97618
libxau	97544
giflib	96456
libxdmcp	94130
openjph	93910
libgpg-error	93833
gnupg	92991
libgcrypt	91275
coreutils	91234
imagemagick	91015
libedit	89839
libxrender	89496
krb5	87368
unzip	87192
certifi	86786
pixman	86606
p11-kit	85357
berkeley-db@5	84980
libssh2	82822
cairo	82059
mise	81193
protobuf	81136
jpeg-xl	80623
opus	79237
xcbeautify	79022
node@22	77664
pyenv	76395
svt-av1	75282
yt-dlp	73566
libtasn1	72764
pango	71268
x265	70615
curl	70519
sdl2	70355
poppler	69925
libxml2	69840
unbound	69643
jq	68447
libtool	68395
fzf	68317
libxcrypt	68302
