formula	count
openssl@3	537847
zstd	409805
xz	407862
sqlite	392256
ca-certificates	375486
readline	325862
python@3.14	311616
gh	308183
node	304107
pcre2	272305
lz4	242504
icu4c@78	233924
awscli	226215
gettext	222865
ffmpeg	211802
glib	202553
go	201832
libpng	201603
uv	200504
mpdecimal	198075
libunistring	177714
libngtcp2	177007
python@3.13	173870
libtiff	172926
libnghttp2	168807
libx11	166335
brotli	165174
libnghttp3	161720
libuv	161663
ncurses	154282
gmp	153145
expat	151099
freetype	151073
ada-url	150987
pkgconf	147012
libxext	145776
simdjson	140418
llhttp	140410
little-cms2	139688
gemini-cli	137100
cmake	136624
gcc	135468
zlib-ng-compat	134736
fmt	134082
c-ares	133049
xorgproto	132572
m4	131222
jpeg-turbo	127368
git	126234
harfbuzz	124125
gnutls	116408
hdrhistogram_c	116389
zlib	113600
dav1d	102966
coreutils	102523
bzip2	102500
uvwasi	102498
openexr	101412
p11-kit	101007
fontconfig	100411
krb5	98876
libffi	98133
libssh2	97435
libxcb	95343
libxau	94864
libgcrypt	93549
svt-av1	93246
libvpx	91671
libxdmcp	91599
openjph	88760
libedit	88387
protobuf	86874
jpeg-xl	86378
libxrender	85763
pango	84524
unzip	84241
berkeley-db@5	83430
libgpg-error	82471
pixman	81950
curl	81285
opus	81223
binutils	77778
certifi	77192
cairo	76898
abseil	75686
mise	75284
yt-dlp	72362
libthai	71973
xcbeautify	71766
libdatrie	71485
gnupg	71297
x265	69174
libtasn1	69169
yq	69157
libxml2	68603
giflib	68479
mpfr	68358
sdl2	67967
tree	67534
llvm	67318
