formula	count
ca-certificates	541547
openssl@3	527287
node	297832
sqlite	277355
gh	267641
python@3.14	251113
libcap	233507
glib	229433
uv	226328
pkgconf	221703
awscli	212748
bubblewrap	202376
fontconfig	191071
ffmpeg	183782
xz	181338
cmake	170166
zstd	166363
harfbuzz	147069
pcre2	143567
libffi	137634
json-c	136488
readline	133431
ncurses	129086
icu4c@78	127596
libtiff	126385
lz4	125881
gmp	123719
mpdecimal	117762
go	117021
jpeg-turbo	110490
poppler	109773
libx11	105726
libnghttp3	105435
ripgrep	105043
libngtcp2	104237
libnghttp2	102895
zlib-ng-compat	100165
simdjson	97501
git	97260
expat	95501
libpng	94076
llhttp	94063
libssh2	92346
pipx	91157
webp	90112
gettext	88853
little-cms2	85872
libunistring	83606
libtool	81325
gcc	80397
giflib	80189
p11-kit	79774
c-ares	79381
jq	78068
dav1d	77879
pango	77679
mpg123	77088
sdl3	76431
z3	75646
fmt	75064
python@3.13	74966
freetype	73458
ada-url	72841
protobuf	72571
mise	71517
coreutils	71507
xorgproto	71412
docker	69926
luajit	69174
libvmaf	69078
graphite2	69026
fzf	68862
brotli	67851
imagemagick	67001
openjdk	66725
pnpm	66045
libxext	64111
certifi	63908
libpsl	63632
libxcb	62303
llvm	61678
tesseract	61264
deno	61166
gnupg	60523
oniguruma	58877
pyenv	58770
python@3.12	58040
xcbeautify	57947
abseil	57893
ollama	57459
svt-av1	56966
libgit2	56691
gnutls	56348
krb5	53571
lame	53483
nss	53429
libxau	52456
cairo	52394
binutils	52304
libxdmcp	52241
