formula	count
ca-certificates	529401
openssl@3	442348
sqlite	364061
xz	348189
python@3.14	324060
zstd	266175
gh	252038
node	241903
readline	224333
lz4	205537
glib	196875
icu4c@78	195298
pcre2	191807
awscli	189740
uv	189184
fontconfig	171134
mpdecimal	165806
libunistring	162228
ffmpeg	161184
libpng	157628
libnghttp2	150963
libngtcp2	147587
harfbuzz	146952
gmp	145977
cmake	145839
gettext	142222
go	141529
jpeg-turbo	140802
gnutls	138992
little-cms2	137998
expat	137351
ncurses	131761
freetype	130928
libtiff	129304
libnghttp3	127011
libx11	126199
simdjson	125416
llhttp	119717
pkgconf	118622
zlib-ng-compat	113928
brotli	111956
giflib	107971
libxext	107790
gnupg	106667
git	106634
xorgproto	105165
aom	99156
coreutils	99090
llvm	98672
nettle	98385
fmt	98195
libgpg-error	95013
simdutf	94211
libvmaf	94031
c-ares	93061
graphite2	91430
imagemagick	88495
libuv	87261
cairo	86966
merve	86721
libxcb	86489
pixman	85713
libksba	84457
docker	84143
xcbeautify	83000
mise	82824
ada-url	82356
x265	82120
nbytes	81404
libxau	81046
unbound	80524
libedit	80355
libxdmcp	79621
m4	79019
pnpm	78944
libusb	78786
dav1d	78558
gemini-cli	78160
libxrender	77819
libomp	77597
certifi	76362
ruby	76072
openjph	75006
protobuf	74641
libffi	72849
bzip2	72543
ripgrep	72266
python@3.13	72152
pipx	71752
lzo	71700
openjdk	71547
pyenv	71263
jq	70061
hdrhistogram_c	68927
pango	68320
krb5	68046
tmux	67779
libssh2	67315
gcc	66842
uvwasi	66254
