formula	count
ca-certificates	543479
openssl@3	526347
node	292031
sqlite	280257
python@3.14	277047
gh	269011
glib	237482
uv	231513
awscli	213814
libcap	208166
pkgconf	208081
ffmpeg	194493
fontconfig	193278
xz	185676
bubblewrap	178036
zstd	170130
cmake	169880
harfbuzz	161339
pcre2	144879
libffi	139715
readline	135825
ncurses	133591
json-c	133273
lz4	129863
icu4c@78	129802
libtiff	128229
go	127229
gmp	126516
mpdecimal	119738
simdjson	116853
jpeg-turbo	110570
poppler	109998
libnghttp2	107417
libx11	106798
libnghttp3	106089
libngtcp2	105057
zlib-ng-compat	102483
expat	99749
libpng	95883
ripgrep	93386
llhttp	93083
webp	91062
libssh2	90596
pipx	90376
git	89357
gettext	89071
little-cms2	87836
libunistring	84189
z3	83816
gcc	82242
giflib	80968
p11-kit	80296
pango	80242
protobuf	79914
mpg123	79479
jq	79182
sdl3	78502
c-ares	77036
python@3.13	75598
mise	75478
freetype	74366
dav1d	73290
llvm	73277
ada-url	73048
coreutils	72800
xorgproto	72378
fmt	71837
openjdk	70296
graphite2	69730
fzf	69674
brotli	69270
imagemagick	69064
libvmaf	69059
libtool	68422
abseil	66141
libpsl	64719
libxext	64525
luajit	64496
tesseract	64464
certifi	64390
pnpm	63855
python@3.12	63743
libxcb	63120
oniguruma	62148
xcbeautify	61528
docker	60135
gnupg	59375
ollama	58382
deno	57605
gnutls	56737
pyenv	55291
nss	54998
krb5	54678
binutils	54299
libgit2	53578
pandoc	53327
libxau	53225
ninja	53035
tmux	52983
libxdmcp	52957
