formula	count
ca-certificates	439377
openssl@3	394187
sqlite	332280
python@3.14	324362
gh	297004
node	273785
xz	262228
zstd	219814
fontconfig	198047
glib	187900
awscli	183979
readline	182630
ffmpeg	171887
pcre2	170710
uv	168700
icu4c@78	166810
lz4	162264
cmake	157305
harfbuzz	157277
libcap	156720
libffi	142200
mpdecimal	141544
bubblewrap	139369
libngtcp2	137920
libnghttp3	135068
gmp	132029
libpng	127554
libunistring	125925
little-cms2	123318
graphite2	123117
gettext	122993
ncurses	121636
libx11	120951
go	117138
libtiff	116826
jpeg-turbo	116552
pkgconf	108474
llhttp	108302
fmt	107738
gcc	104650
expat	104513
libvmaf	103607
zlib-ng-compat	101200
freetype	100623
llvm	99433
libxext	92549
jq	89805
brotli	88718
xorgproto	88254
libnghttp2	87958
git	86146
poppler	86094
gnutls	85766
giflib	85253
protobuf	82854
pipx	82101
python@3.13	81383
imagemagick	79332
coreutils	79162
openjph	77903
openexr	77821
cairo	77204
libxcb	76209
certifi	74202
c-ares	73561
gnupg	72326
xcbeautify	71869
python@3.12	71656
libomp	71311
pixman	70441
pango	70405
ollama	69986
pyenv	68654
mise	67885
pnpm	67858
x265	67427
dav1d	66018
deno	65593
ripgrep	64008
libxau	63871
docker	63514
nettle	62966
libxdmcp	62964
libuv	62689
simdjson	62542
gdk-pixbuf	61707
oniguruma	61563
libxrender	61421
tmux	60466
z3	59914
m4	59342
yt-dlp	59263
simdutf	59191
krb5	59094
libgpg-error	58454
curl	58236
ada-url	58139
luajit	58013
bash	57930
aom	57448
