formula	count
openssl@3	550357
ca-certificates	471505
sqlite	283475
gh	274398
node	273462
libcap	265135
bubblewrap	236907
python@3.14	232878
pkgconf	222664
glib	206268
awscli	204918
uv	199317
xz	190885
ffmpeg	180382
fontconfig	179417
cmake	176123
json-c	175050
zstd	174243
libtiff	155190
libffi	154883
pcre2	145726
readline	138450
jpeg-turbo	132537
icu4c@78	132232
lz4	130687
gmp	127454
go	123870
ncurses	121087
c-ares	119782
mpdecimal	118365
harfbuzz	114840
libngtcp2	111020
git	110809
libnghttp3	110043
libssh2	107883
libx11	107191
poppler	107079
ripgrep	105902
zlib-ng-compat	100914
libpng	99078
gettext	94246
webp	93987
little-cms2	91463
expat	89617
libunistring	89438
llhttp	89320
dav1d	84714
giflib	84154
libnghttp2	83344
luajit	83103
jq	83056
gcc	82734
fmt	82082
fzf	77113
gnupg	76996
simdjson	76979
lame	76684
freetype	76525
libvmaf	76222
python@3.13	76089
p11-kit	75716
imagemagick	75471
pipx	75336
pnpm	75022
coreutils	74560
xorgproto	73962
graphite2	72800
mise	72173
libtool	72097
brotli	70005
libxext	69693
z3	67945
sdl3	66858
deno	66377
mpg123	65289
ada-url	64554
pango	64488
llvm	64258
libxcb	64047
protobuf	63659
hdrhistogram_c	63024
svt-av1	62860
certifi	61820
docker	60657
openjdk	60275
gnutls	59765
isl	58513
libevent	58009
oniguruma	57556
xcbeautify	57534
yt-dlp	57378
cairo	56289
krb5	54525
libxau	53976
x265	53874
just	53797
tmux	53403
tesseract	53294
libxdmcp	53002
pixman	52846
