formula	count
openssl@3	533551
xz	501035
ca-certificates	478064
sqlite	394612
zstd	328379
node	311228
gh	305854
python@3.14	302029
readline	271970
libpng	260882
icu4c@78	246594
lz4	242749
libnghttp2	236767
libngtcp2	218185
pcre2	209057
jpeg-turbo	203032
simdjson	202891
libunistring	201457
harfbuzz	200930
awscli	194833
mpdecimal	186879
glib	178704
ffmpeg	174930
freetype	167350
cmake	166064
gettext	162205
gmp	159173
uv	158127
expat	147996
ncurses	142569
giflib	140975
git	140077
go	139438
brotli	138662
zlib-ng-compat	135976
libtiff	135495
pkgconf	131524
libx11	131238
little-cms2	129452
libnghttp3	127934
libuv	122467
libvmaf	118412
libxext	118181
xorgproto	115564
ada-url	114385
c-ares	110509
openexr	108854
gemini-cli	106030
fontconfig	105181
fmt	104723
llhttp	103512
coreutils	103188
simdutf	99646
python@3.13	99442
libffi	95567
m4	93928
gnupg	92859
bzip2	92038
aom	91572
libxcb	90006
dav1d	89847
libxau	89774
ollama	89458
libgcrypt	89075
mise	88643
x265	88535
pixman	87525
libxdmcp	86887
hdrhistogram_c	86483
merve	85654
uvwasi	85236
libxrender	84981
libmpc	84142
cairo	84070
krb5	83283
jq	82995
libedit	82625
poppler	81938
libgpg-error	81441
svt-av1	81119
neovim	81013
gnutls	80242
gcc	79440
pango	76895
unzip	76495
xcbeautify	76301
ripgrep	75276
libssh2	74846
libevent	73204
llvm	72726
libomp	72103
opus	71885
lzo	71824
p11-kit	71793
imagemagick	71280
libidn2	71048
berkeley-db@5	71017
libvpx	70211
nbytes	69753
libtasn1	68175
