formula	count
openssl@3	305043
ca-certificates	288827
gh	170720
uv	129202
python@3.14	125223
ffmpeg	120773
pcre2	116746
node	116104
cmake	113078
pkgconf	109516
xz	102602
sqlite	102283
glib	100994
awscli	98677
zstd	94606
harfbuzz	93646
gmp	90170
little-cms2	87731
go	86230
simdjson	86007
fontconfig	83729
lz4	73971
ncurses	71320
readline	70441
icu4c@78	66656
gcc	65492
json-c	65001
coreutils	64745
libtiff	64304
mpdecimal	58897
x265	57201
libpng	55341
libx11	55204
protobuf	55181
jpeg-turbo	55079
zlib-ng-compat	51998
xcbeautify	51732
libffi	50587
expat	49219
gnupg	48802
webp	45996
gettext	45775
abseil	44503
libunistring	44201
jq	44169
libvpx	43956
libnghttp2	42040
imagemagick	41654
freetype	41505
giflib	41395
git	41015
libgcrypt	38700
oniguruma	38575
brotli	37960
xorgproto	37792
simdutf	37122
c-ares	37020
dav1d	36856
libvmaf	36648
libnghttp3	36578
graphite2	36505
libngtcp2	36409
fmt	36349
openjdk	35809
mise	35403
libheif	34849
sdl3	34764
ripgrep	34501
python@3.13	34381
neovim	34233
libxext	34091
gnutls	33811
llvm	33651
libxcb	33513
libssh2	33141
yt-dlp	33034
poppler	32565
python@3.12	32512
hello	32399
pango	32278
p11-kit	31776
ninja	31352
mpg123	31270
krb5	31214
libksba	31017
libtool	30455
nss	30390
libomp	30327
yq	29980
pipx	29833
swiftlint	29765
merve	29688
sdl2-compat	29647
pnpm	29367
xclogparser	29360
ruby	29172
curl	28755
llhttp	28193
libxdmcp	28075
libxau	27957
