formula	count
openssl@3	534742
ca-certificates	528220
node	301143
sqlite	279116
gh	271377
libcap	250365
pkgconf	239167
python@3.14	228724
glib	227861
uv	220950
bubblewrap	218793
awscli	216853
fontconfig	192888
xz	182031
ffmpeg	174900
cmake	172739
zstd	167528
pcre2	143739
json-c	140902
libffi	138665
harfbuzz	137254
readline	134085
ncurses	128121
icu4c@78	127749
libtiff	127015
lz4	126812
gmp	126669
mpdecimal	118500
ripgrep	114075
jpeg-turbo	112045
poppler	110811
go	108013
libx11	106451
libnghttp3	106110
libngtcp2	104821
zlib-ng-compat	102369
libnghttp2	101420
git	99734
libssh2	95053
libpng	94624
llhttp	94128
expat	94013
webp	91042
gettext	89817
simdjson	89114
pipx	87648
dav1d	87059
little-cms2	85985
libunistring	84735
c-ares	82371
gcc	81533
p11-kit	81259
jq	80631
giflib	80571
libtool	80157
pango	76981
python@3.13	76510
z3	76131
mpg123	76090
fmt	75997
sdl3	75132
coreutils	74740
mise	74143
freetype	73883
protobuf	72790
xorgproto	72148
ada-url	72039
docker	70980
luajit	70261
graphite2	69666
fzf	69397
pnpm	69153
libvmaf	69120
brotli	67986
openjdk	66566
imagemagick	66063
svt-av1	65696
deno	65243
libxext	64954
certifi	63838
gnupg	63226
libxcb	62832
llvm	62399
libpsl	60501
oniguruma	59700
xcbeautify	59575
tesseract	59168
pyenv	58046
abseil	57191
gnutls	57144
ollama	55732
lame	55141
python@3.12	54245
krb5	53589
ruby	53363
libxau	52849
just	52791
cairo	52783
binutils	52782
libxdmcp	52498
