formula	count
openssl@3	518835
ca-certificates	408040
sqlite	285261
node	278564
gh	275626
libcap	257580
python@3.14	256206
bubblewrap	235690
xz	210253
glib	208313
zstd	192392
ffmpeg	191220
libffi	188549
awscli	179019
fontconfig	176945
uv	164386
pkgconf	161651
cmake	159103
libtiff	158231
readline	154866
jpeg-turbo	151540
pcre2	150838
icu4c@78	142631
lz4	142364
git	137929
gmp	131660
mpdecimal	122835
fmt	120980
libngtcp2	119650
json-c	119615
libnghttp3	116654
c-ares	113410
libx11	109606
ncurses	109192
libpng	109136
jq	108742
go	108574
harfbuzz	108039
libvmaf	107798
gettext	106100
libunistring	104131
little-cms2	102249
expat	99859
zlib-ng-compat	99663
gcc	98220
llhttp	96803
poppler	92007
sdl3	90443
python@3.13	89877
gnupg	87702
pango	86339
freetype	85448
tmux	83494
ripgrep	82845
giflib	82770
graphite2	82761
hdrhistogram_c	81648
libssh2	80712
protobuf	79582
libxext	79159
xorgproto	78531
dav1d	78234
llvm	77576
brotli	77079
coreutils	75126
webp	74825
libnghttp2	72302
p11-kit	71869
imagemagick	70968
deno	70449
sdl2-compat	70348
lame	69905
pnpm	68602
luajit	68431
libxcb	67719
gnutls	66390
docker	65914
curl	65741
libevent	65546
gpgme	65144
cairo	65073
pipx	64223
z3	64095
mise	61420
pixman	60802
oniguruma	60792
xcbeautify	60392
just	60246
yt-dlp	58878
gdk-pixbuf	57769
x265	57616
libxau	57387
python@3.12	56945
certifi	56370
libtool	56123
krb5	56092
svt-av1	55993
fzf	55979
libxdmcp	55481
isl	54794
