formula	count
openssl@3	539670
xz	443150
ca-certificates	433276
sqlite	384810
python@3.14	351532
gh	317037
zstd	308780
node	294955
readline	255276
libpng	235831
lz4	235567
libnghttp2	233419
icu4c@78	223719
pcre2	201220
ffmpeg	198288
glib	195708
awscli	192594
libunistring	186160
libngtcp2	184085
mpdecimal	180874
simdjson	180010
harfbuzz	168299
gmp	162320
uv	159540
jpeg-turbo	158970
freetype	152231
little-cms2	151596
gettext	150561
cmake	149655
expat	148983
simdutf	147769
giflib	144836
llhttp	140652
merve	137840
git	136305
ncurses	134960
libtiff	132642
zlib-ng-compat	132308
go	130901
libx11	127352
pkgconf	126109
brotli	125258
libvmaf	120615
coreutils	118761
libnghttp3	117658
libxext	116415
python@3.13	115248
xorgproto	113417
nbytes	111894
libuv	109014
fontconfig	106894
c-ares	104681
x265	103611
libgpg-error	103103
gnutls	102161
gnupg	102074
fmt	100495
gemini-cli	96089
ada-url	94785
unbound	93195
libgcrypt	91685
m4	91551
mise	91380
libffi	91041
pixman	90495
libxcb	90307
libxau	90026
libxdmcp	87091
dav1d	87005
cairo	86809
bzip2	86802
openexr	85944
libxrender	85801
ollama	85689
libmpc	82814
libedit	81266
llvm	80845
hdrhistogram_c	80673
jq	79972
ripgrep	79586
xcbeautify	79230
uvwasi	79021
krb5	78076
gcc	76668
python@3.12	76286
lzo	75424
certifi	73121
svt-av1	72073
unzip	71552
opus	71070
imagemagick	70633
pango	70376
libssh2	70251
libevent	70033
graphite2	69935
libidn2	69028
aom	68951
poppler	68090
curl	67985
p11-kit	67887
