formula	count
ca-certificates	539917
openssl@3	523912
python@3.14	293371
gh	289747
node	257909
ffmpeg	227602
sqlite	217766
uv	214269
glib	214111
awscli	209804
pkgconf	193701
fontconfig	191062
xz	182021
harfbuzz	179173
cmake	168367
zstd	166943
go	163817
pcre2	157938
simdjson	137644
libffi	137070
ncurses	134486
readline	132292
lz4	127536
icu4c@78	125429
gmp	125344
libtiff	123034
json-c	122375
little-cms2	118893
mpdecimal	114117
gcc	110550
protobuf	108018
expat	105789
zlib-ng-compat	103303
jpeg-turbo	102861
libx11	101233
libnghttp2	95679
libpng	94926
abseil	87815
libcap	86460
gettext	85525
webp	84505
git	82496
poppler	81996
libunistring	81497
p11-kit	81193
pango	80118
sdl3	79742
libngtcp2	78467
llvm	78089
libnghttp3	77763
jq	77641
giflib	76675
z3	76335
python@3.13	76319
x265	75542
mpg123	74583
ripgrep	74022
openjdk	72608
oniguruma	72187
freetype	72187
python@3.12	70776
brotli	70392
coreutils	70354
llhttp	69891
dav1d	69408
c-ares	69176
bubblewrap	68967
mise	68771
fmt	68745
xorgproto	67962
libssh2	67376
pipx	67322
gnupg	66800
simdutf	66227
graphite2	65803
libvmaf	65152
nss	64493
yq	64038
imagemagick	63072
xcbeautify	62681
libxext	60967
tmux	60840
pnpm	60777
yt-dlp	60625
hello	59995
libxcb	59920
libpsl	59386
libtool	58854
merve	58065
ollama	57678
libvpx	57143
fzf	56643
gnutls	56357
gdk-pixbuf	56018
deno	55740
krb5	55292
ada-url	55163
ruby	55004
pyenv	54989
ninja	54016
