formula	count
openssl@3	537604
xz	507922
ca-certificates	495373
sqlite	402668
zstd	338409
node	327933
gh	319263
python@3.14	302791
readline	280446
libpng	261263
icu4c@78	256914
lz4	249124
libnghttp2	241708
libngtcp2	220084
pcre2	214758
libunistring	209073
simdjson	205595
jpeg-turbo	204207
harfbuzz	203180
awscli	196894
mpdecimal	192475
glib	186366
freetype	178736
ffmpeg	174118
uv	168974
gettext	167889
cmake	166266
gmp	163857
ncurses	147032
brotli	143956
expat	143822
giflib	143351
git	143042
go	142012
zlib-ng-compat	140304
libtiff	139675
libx11	135884
pkgconf	135327
libnghttp3	131813
libuv	126166
ada-url	123052
libxext	121948
xorgproto	119382
little-cms2	118559
gemini-cli	114857
openexr	114159
libvmaf	113964
c-ares	113106
fontconfig	108407
fmt	107030
coreutils	105205
llhttp	104280
python@3.13	103033
libffi	98722
m4	96654
bzip2	94872
aom	94629
libxcb	92912
mise	92565
libxau	92308
dav1d	91122
simdutf	90879
libgcrypt	90569
pixman	90041
libxdmcp	89444
gnupg	89278
hdrhistogram_c	88484
ollama	87832
uvwasi	87440
libxrender	87276
cairo	86280
jq	86230
libedit	86108
krb5	85805
libmpc	85670
x265	85486
svt-av1	84830
poppler	83037
gnutls	82996
gcc	81560
pango	81556
xcbeautify	81121
unzip	79241
neovim	77467
libssh2	77123
berkeley-db@5	76686
libomp	76194
merve	76080
libgpg-error	76046
libevent	75707
ripgrep	74711
p11-kit	74502
lzo	73736
libidn2	73229
imagemagick	72462
opus	72439
autoconf	71404
libvpx	71033
libtasn1	70683
deno	69854
