formula	count
ca-certificates	480453
openssl@3	454239
xz	425576
sqlite	414730
zstd	367245
node	358261
gh	335156
readline	305895
icu4c@78	290704
lz4	253217
python@3.14	242060
harfbuzz	241897
libunistring	238676
libnghttp2	234316
pcre2	232502
glib	229110
simdjson	206413
mpdecimal	203529
awscli	203248
libngtcp2	202060
freetype	201067
uv	197707
libpng	187042
gettext	186337
libuv	181109
ffmpeg	179068
jpeg-turbo	174307
brotli	172942
cmake	166096
gmp	161182
expat	158926
go	154730
libnghttp3	151080
pkgconf	150402
ncurses	150231
libtiff	149319
libx11	148913
zlib-ng-compat	148025
ada-url	140356
git	140292
little-cms2	133527
giflib	132953
libxext	131037
c-ares	130289
xorgproto	128027
gemini-cli	118660
fmt	118066
openexr	113216
fontconfig	109374
gnupg	108675
m4	108323
libffi	103517
llhttp	102757
uvwasi	102473
bzip2	100753
hdrhistogram_c	99835
libxcb	97866
libxau	97206
python@3.13	97199
dav1d	95433
libxdmcp	94233
gcc	93900
svt-av1	91265
libedit	91228
pango	90694
pixman	90685
libxrender	90632
gnutls	90582
coreutils	88677
krb5	88644
aom	87858
cairo	86335
imagemagick	86053
mise	85272
unzip	84778
berkeley-db@5	84299
protobuf	84086
poppler	81848
libssh2	81376
p11-kit	80891
deno	80854
libgpg-error	79905
yt-dlp	79666
pipx	79639
libmpc	79351
libgcrypt	77329
jq	77266
xcbeautify	77226
libvpx	77192
opus	76528
libtasn1	75102
curl	74932
libevent	74252
libidn2	74016
lzo	72864
unbound	72713
sdl2	71278
libxcrypt	71250
x265	69509
certifi	68687
