formula	count
openssl@3	520915
xz	435067
ca-certificates	428494
sqlite	367962
python@3.14	333269
gh	319723
zstd	308363
node	303566
readline	254734
lz4	236423
libnghttp2	234280
icu4c@78	221714
libpng	221385
pcre2	201857
glib	201580
ffmpeg	201515
awscli	188785
libunistring	186606
simdjson	183918
libngtcp2	182476
mpdecimal	181341
harfbuzz	165076
gmp	164243
uv	163966
jpeg-turbo	157283
simdutf	156862
little-cms2	155357
freetype	151928
expat	151863
gettext	151827
cmake	149499
merve	147951
giflib	146795
llhttp	144431
git	137304
ncurses	135070
zlib-ng-compat	133135
libtiff	132784
go	132105
libx11	127579
pkgconf	126611
brotli	124444
coreutils	122271
nbytes	121049
libvmaf	117409
libnghttp3	117227
libxext	116894
xorgproto	114139
gnutls	113914
libgpg-error	109976
python@3.13	109629
fontconfig	108631
libuv	107351
x265	106039
c-ares	104684
gnupg	103516
fmt	100031
unbound	96717
mise	93304
libgcrypt	92975
ada-url	92777
pixman	91938
m4	91694
libffi	91567
libxcb	91105
gemini-cli	90727
libxau	90709
cairo	88215
llvm	87807
libxdmcp	87758
bzip2	86703
libxrender	86460
dav1d	86261
libedit	85425
openexr	84811
xcbeautify	82983
libmpc	82515
ollama	82374
hdrhistogram_c	80423
jq	79734
uvwasi	78224
ripgrep	78146
krb5	77991
python@3.12	77854
lzo	76713
gcc	76411
certifi	75087
nettle	72737
openjph	71576
unzip	71506
imagemagick	70940
graphite2	70591
libssh2	70525
svt-av1	70447
opus	70422
libevent	69887
pango	69777
curl	69739
libidn2	69138
libomp	68983
