formula	count
openssl@3	487969
ca-certificates	427132
sqlite	410593
xz	398378
zstd	389366
node	364214
gh	347386
readline	318314
icu4c@78	269920
libunistring	257183
lz4	253395
python@3.14	249157
pcre2	245153
glib	230164
harfbuzz	221891
awscli	221770
simdjson	215717
libnghttp2	209010
mpdecimal	205241
uv	205234
libngtcp2	203980
gettext	195444
libuv	192086
freetype	190329
ffmpeg	178240
brotli	175017
go	166309
libpng	163356
gmp	162926
libnghttp3	157742
libtiff	157372
libx11	157275
zlib-ng-compat	157042
expat	153771
pkgconf	153661
ncurses	150640
cmake	143203
ada-url	140683
little-cms2	138479
c-ares	138273
libxext	136540
xorgproto	132222
jpeg-turbo	129854
fmt	125524
git	124665
gemini-cli	124445
openexr	120720
m4	119288
llhttp	114757
giflib	114537
python@3.13	111949
fontconfig	108540
uvwasi	107942
gcc	106916
hdrhistogram_c	106486
imagemagick	104029
libffi	103771
bzip2	102949
gnupg	100758
libxcb	99792
libxau	99384
dav1d	97673
libxdmcp	96033
gnutls	94789
libxrender	91331
libedit	90283
coreutils	89940
pixman	89808
certifi	87374
protobuf	87192
krb5	86966
unzip	86403
libgcrypt	85994
libgpg-error	85445
berkeley-db@5	85229
cairo	85204
libvpx	85120
p11-kit	83354
mise	81075
yt-dlp	80964
libssh2	80828
svt-av1	80529
xcbeautify	79284
pango	79061
opus	78853
node@22	77999
jpeg-xl	75222
libtasn1	74238
libksba	74208
poppler	73252
deno	72583
libmpc	72521
curl	71642
unbound	71616
sdl2	71513
lzo	71363
openjph	71283
x265	70727
librsvg	70365
libevent	70031
