formula	count
openssl@3	468395
ca-certificates	450058
sqlite	410210
xz	384629
zstd	374021
node	362962
gh	334410
readline	309829
icu4c@78	280161
libunistring	250577
lz4	250126
python@3.14	242242
pcre2	237196
glib	228351
harfbuzz	227599
libnghttp2	222492
freetype	210477
uv	205059
mpdecimal	203311
simdjson	202653
awscli	201540
libngtcp2	197745
gettext	189254
libuv	185598
ffmpeg	179508
brotli	173914
libpng	167622
go	159558
gmp	158887
expat	156152
libnghttp3	154257
libx11	152549
libtiff	152160
pkgconf	151571
zlib-ng-compat	150668
cmake	149718
ncurses	149019
jpeg-turbo	143138
ada-url	142010
git	135393
little-cms2	134767
c-ares	134631
libxext	132888
xorgproto	129761
gemini-cli	126898
giflib	122498
fmt	121554
openexr	117536
m4	111914
fontconfig	108877
llhttp	106983
python@3.13	106523
uvwasi	105587
gnupg	104214
hdrhistogram_c	102915
libffi	102775
bzip2	101071
libxcb	98672
gcc	97883
libxau	97765
imagemagick	96134
dav1d	96021
libxdmcp	94762
gnutls	91511
libxrender	90632
libedit	90206
pixman	89611
svt-av1	88848
protobuf	88162
krb5	87075
coreutils	86575
pango	85793
cairo	85109
unzip	85056
berkeley-db@5	84268
mise	83541
p11-kit	81336
libvpx	80847
libgpg-error	80644
libssh2	80495
yt-dlp	79020
opus	78486
libgcrypt	78416
certifi	78355
deno	78289
libmpc	75566
poppler	74875
node@22	74538
libtasn1	74279
xcbeautify	74128
aom	73259
curl	73005
sdl2	72204
unbound	71856
libidn2	71607
lzo	71521
libevent	71503
jq	71161
jpeg-xl	70646
x265	70485
