formula	count
openssl@3	524189
xz	433502
ca-certificates	424975
sqlite	380993
python@3.14	336742
gh	315167
zstd	304107
node	296205
readline	251448
libpng	232940
lz4	232314
libnghttp2	231627
icu4c@78	220636
ffmpeg	199899
pcre2	199533
glib	195604
awscli	187424
libunistring	183796
libngtcp2	182197
simdjson	180025
mpdecimal	178351
harfbuzz	165829
gmp	159598
jpeg-turbo	156648
uv	156139
little-cms2	151466
simdutf	150242
freetype	150129
cmake	148825
gettext	148781
expat	147321
giflib	143780
llhttp	140955
merve	140588
git	136228
ncurses	132757
libtiff	131171
zlib-ng-compat	130499
go	129568
libx11	125941
pkgconf	124775
brotli	124049
libvmaf	118689
coreutils	116684
libnghttp3	116517
libxext	115203
nbytes	114514
xorgproto	112249
python@3.13	111166
libuv	107716
fontconfig	106136
libgpg-error	104187
x265	104171
c-ares	103761
gnutls	102012
gnupg	100891
fmt	99301
ada-url	93329
unbound	93321
gemini-cli	92659
libgcrypt	91043
mise	90374
m4	90194
pixman	89737
libffi	89635
libxcb	89492
libxau	89236
dav1d	86295
libxdmcp	86268
cairo	86004
bzip2	85381
openexr	85205
libxrender	84913
ollama	84328
libmpc	82293
llvm	81891
libedit	81443
hdrhistogram_c	80092
ripgrep	79031
jq	78350
uvwasi	78213
krb5	77135
python@3.12	76584
xcbeautify	76412
gcc	76051
lzo	74828
certifi	73350
svt-av1	71543
opus	70916
unzip	70278
imagemagick	70204
libssh2	69595
pango	69572
graphite2	69375
libevent	68821
libidn2	68409
curl	67944
poppler	67486
aom	67264
libvpx	66791
