formula	count
ca-certificates	480147
openssl@3	460734
xz	423288
sqlite	417123
zstd	372052
node	360658
gh	337863
readline	309594
icu4c@78	291145
lz4	255343
harfbuzz	247652
python@3.14	244205
libunistring	242231
pcre2	235229
libnghttp2	234390
glib	230764
awscli	208424
mpdecimal	205627
freetype	204310
libngtcp2	202967
simdjson	202007
uv	200462
gettext	188822
libpng	187137
libuv	182613
ffmpeg	179370
brotli	174248
jpeg-turbo	173090
cmake	165462
gmp	162755
expat	159840
go	156287
libnghttp3	152340
pkgconf	151742
ncurses	151504
libtiff	151502
libx11	150825
zlib-ng-compat	149914
ada-url	141139
git	140187
little-cms2	135151
giflib	132713
libxext	132601
c-ares	131373
xorgproto	129580
gemini-cli	120275
fmt	119320
openexr	113334
fontconfig	110562
m4	110095
gnupg	110039
libffi	104241
llhttp	103879
uvwasi	103406
bzip2	102121
hdrhistogram_c	100861
python@3.13	99902
libxcb	98881
libxau	98231
dav1d	95977
libxdmcp	95264
gcc	94860
libedit	92091
gnutls	91877
libxrender	91454
pixman	91424
svt-av1	91194
coreutils	90943
pango	90838
krb5	89125
imagemagick	87247
cairo	87098
mise	86744
unzip	86060
protobuf	85800
berkeley-db@5	85149
aom	84036
deno	83385
poppler	83260
p11-kit	81961
libssh2	81943
yt-dlp	81065
libgpg-error	80823
xcbeautify	79832
libmpc	79030
pipx	78645
libgcrypt	78233
jq	77778
libvpx	77704
opus	77072
libtasn1	76047
curl	75143
libevent	74711
libidn2	74208
unbound	73626
lzo	73479
libxcrypt	71551
sdl2	71533
certifi	70099
x265	70019
