formula	count
ca-certificates	439478
openssl@3	394882
sqlite	343264
python@3.14	326552
gh	296591
node	278312
xz	262580
zstd	221496
fontconfig	197944
glib	195866
readline	184697
awscli	182323
ffmpeg	172494
pcre2	171278
uv	170630
icu4c@78	167047
libcap	164873
lz4	163714
harfbuzz	158138
cmake	156169
libngtcp2	147128
bubblewrap	147122
libffi	146100
mpdecimal	142691
libnghttp3	142220
gmp	134245
libpng	127899
libunistring	126224
graphite2	124702
little-cms2	123726
gettext	123332
ncurses	122284
libx11	121563
go	117470
libtiff	117450
jpeg-turbo	117116
llhttp	109782
fmt	109638
pkgconf	109006
gcc	106828
expat	106014
libvmaf	104967
zlib-ng-compat	103177
freetype	101025
llvm	98950
libxext	93001
jq	92361
brotli	88773
xorgproto	88648
libnghttp2	87804
poppler	86642
git	86417
giflib	85751
gnutls	85190
pipx	84375
protobuf	84070
python@3.13	82593
coreutils	80843
imagemagick	79348
openjph	78670
openexr	77827
cairo	77532
libxcb	76684
pango	75468
certifi	74101
c-ares	73890
xcbeautify	73740
gnupg	72285
python@3.12	72103
ollama	71313
libomp	70976
pixman	70829
pyenv	69770
mise	68431
x265	67225
pnpm	66983
docker	65979
dav1d	65871
gdk-pixbuf	65814
deno	65623
libxau	64246
ripgrep	63903
tmux	63723
libxdmcp	63318
nettle	62715
libuv	62575
simdjson	62270
oniguruma	62045
libxrender	61705
z3	60131
curl	59958
krb5	59444
m4	59432
simdutf	59052
yt-dlp	58969
libgpg-error	58516
bash	58448
ada-url	58061
webp	57228
yq	57216
