formula	count
openssl@3	586553
ca-certificates	459555
sqlite	295384
libcap	270263
gh	267533
node	249548
bubblewrap	244090
python@3.14	241312
awscli	208201
pkgconf	204975
xz	201072
glib	195796
uv	191435
zstd	184987
fontconfig	181217
ffmpeg	180853
libtiff	165528
libffi	161363
json-c	160228
cmake	158639
jpeg-turbo	155110
pcre2	149752
readline	146252
git	138707
lz4	138598
icu4c@78	138536
gmp	134641
go	122050
mpdecimal	121806
c-ares	119413
ncurses	119274
libngtcp2	119168
libnghttp3	116942
libx11	110017
libpng	103793
poppler	103549
zlib-ng-compat	101500
harfbuzz	100851
gettext	99571
libssh2	98950
ripgrep	98757
little-cms2	96259
libunistring	95889
expat	95036
gnupg	89285
fmt	89248
webp	88934
gcc	88051
jq	86722
giflib	84921
dav1d	83552
libvmaf	81875
hdrhistogram_c	80859
freetype	80765
sdl3	80037
luajit	79757
python@3.13	79116
coreutils	78528
graphite2	77197
xorgproto	76872
p11-kit	75233
lame	74606
libxext	74093
pango	73912
deno	73453
brotli	73387
llhttp	72512
libevent	72054
tmux	71866
imagemagick	70932
pnpm	70581
libtool	68843
libnghttp2	68504
pipx	68230
z3	67989
mise	67771
llvm	66513
libxcb	66446
protobuf	65834
fzf	64996
gnutls	62451
svt-av1	61306
certifi	61250
xcbeautify	61219
cairo	60478
just	60330
oniguruma	59697
isl	58468
yt-dlp	57368
ada-url	56823
pixman	56631
krb5	56190
libxau	56164
sdl2-compat	55794
x265	55182
docker	55148
libxdmcp	54786
gpgme	54426
openjdk	53733
mpg123	53168
