formula	count
openssl@3	506906
ca-certificates	392514
gh	295185
sqlite	292748
node	288807
python@3.14	270572
libcap	262282
bubblewrap	240895
xz	219241
glib	208952
ffmpeg	208038
zstd	199994
libffi	187909
awscli	183724
fontconfig	177630
uv	169126
cmake	164932
readline	160376
libtiff	157931
pcre2	154697
jpeg-turbo	152438
pkgconf	150006
lz4	148238
icu4c@78	147413
gmp	135590
git	133540
mpdecimal	126725
libngtcp2	122572
fmt	120548
libnghttp3	119064
gcc	114706
libpng	113144
llhttp	112755
harfbuzz	112358
c-ares	112178
libx11	111590
libvmaf	110358
gettext	109982
ncurses	109378
jq	108771
libunistring	108609
go	107977
json-c	106784
little-cms2	106394
python@3.13	104111
expat	101601
zlib-ng-compat	100886
sdl3	96059
poppler	93192
freetype	88565
gnupg	88539
graphite2	86406
pango	86300
giflib	83625
tmux	83215
protobuf	82484
libxext	82044
hdrhistogram_c	81243
xorgproto	80780
brotli	79569
llvm	78834
libssh2	78749
sdl2-compat	78172
coreutils	77993
libnghttp2	74826
dav1d	74520
ripgrep	73833
webp	72543
imagemagick	71529
p11-kit	70726
libxcb	69589
gnutls	69031
deno	68389
lame	67919
cairo	67696
certifi	67276
gpgme	65902
curl	65780
docker	65372
pnpm	64627
luajit	64237
pipx	64140
libevent	63806
xcbeautify	63794
pixman	63045
mise	62770
z3	60955
oniguruma	60518
just	60192
openexr	60106
yt-dlp	59306
x265	59303
gdk-pixbuf	59214
libxau	59035
python@3.12	58984
krb5	57196
libxdmcp	57014
libxrender	55042
libuv	54481
isl	54442
