formula	count
ca-certificates	541652
openssl@3	500071
gh	301428
python@3.14	290683
node	266643
glib	238815
sqlite	235305
ffmpeg	221313
awscli	211720
uv	209096
pkgconf	198020
fontconfig	192574
harfbuzz	184821
xz	183442
cmake	174517
zstd	167875
go	153872
simdjson	143924
pcre2	140235
libffi	137723
ncurses	134190
readline	133609
lz4	127554
icu4c@78	127121
libtiff	125937
json-c	125678
libcap	125622
gmp	122906
mpdecimal	115608
libnghttp2	112779
little-cms2	110249
jpeg-turbo	105677
libx11	104053
gcc	103595
bubblewrap	102926
protobuf	101583
zlib-ng-compat	100992
expat	100491
poppler	95633
libpng	95402
llhttp	93557
libngtcp2	86961
gettext	86761
webp	86674
libnghttp3	85941
git	84417
z3	83132
libunistring	82258
mpg123	82108
abseil	82092
ripgrep	81072
p11-kit	80879
pango	80305
sdl3	79764
giflib	78437
jq	77425
openjdk	77418
python@3.13	75546
libssh2	75294
llvm	75187
freetype	73095
pipx	71917
c-ares	71532
dav1d	70949
mise	70940
brotli	70295
fmt	70158
xorgproto	69807
python@3.12	69317
x265	69124
coreutils	68868
fzf	68279
graphite2	67110
oniguruma	66976
libvmaf	66680
imagemagick	66062
libpsl	64284
ada-url	64244
xcbeautify	62668
simdutf	62605
pnpm	62598
libxext	62476
yq	61559
libxcb	61295
tmux	60615
libtool	60264
yt-dlp	57859
gnupg	57121
ollama	57001
gnutls	56237
nss	55999
docker	55553
krb5	55229
gdk-pixbuf	55153
merve	54704
ruby	54256
ninja	53698
hello	53411
binutils	53380
openexr	53025
