formula	count
openssl@3	556027
ca-certificates	435836
sqlite	293252
gh	263883
libcap	253396
node	244863
python@3.14	239114
bubblewrap	230395
glib	211141
xz	196783
pkgconf	192412
awscli	191568
uv	184374
ffmpeg	182351
zstd	181341
fontconfig	176764
libffi	161190
libtiff	160483
jpeg-turbo	151345
cmake	151206
json-c	148058
readline	147526
pcre2	146514
git	141019
icu4c@78	136152
lz4	134585
gmp	129662
mpdecimal	119184
libnghttp3	116888
c-ares	116396
go	115302
libngtcp2	114234
ncurses	111667
libx11	107233
libpng	102672
harfbuzz	100677
gettext	100302
poppler	99547
zlib-ng-compat	96801
libunistring	96757
little-cms2	95506
fmt	95404
expat	95101
ripgrep	93418
gcc	87466
gnupg	87226
jq	86786
pango	86450
libvmaf	84525
tmux	83890
libssh2	83778
hdrhistogram_c	82367
webp	82202
giflib	81983
sdl3	81558
dav1d	81520
python@3.13	80250
freetype	80086
llhttp	78786
graphite2	77113
luajit	76879
deno	76234
xorgproto	75324
coreutils	75075
libxext	73873
p11-kit	73334
lame	72968
brotli	72645
libevent	69532
pnpm	69477
libnghttp2	68055
z3	67392
pipx	66435
llvm	66349
protobuf	66343
libxcb	64871
libtool	64124
docker	63309
fzf	62977
gnutls	62349
mise	60920
cairo	60332
svt-av1	59826
imagemagick	59818
just	59513
gpgme	58860
oniguruma	58857
sdl2-compat	58326
yt-dlp	58256
certifi	57992
xcbeautify	57196
pixman	56518
isl	56362
curl	55819
gdk-pixbuf	55553
x265	55096
libxau	54981
krb5	54679
python@3.12	53588
libxdmcp	53373
