formula	count
ca-certificates	503285
openssl@3	455856
xz	377891
sqlite	367697
python@3.14	362388
zstd	285510
node	278042
gh	259904
readline	237909
lz4	223643
glib	214336
icu4c@78	204140
pcre2	195908
awscli	184361
libnghttp2	182025
ffmpeg	180343
uv	177035
mpdecimal	173725
libunistring	173725
libpng	168702
llhttp	156048
gmp	153412
gnutls	153130
expat	148042
jpeg-turbo	147947
gettext	145772
little-cms2	145574
freetype	141611
simdjson	139665
libngtcp2	138241
fontconfig	137167
cmake	135608
harfbuzz	133715
ncurses	131639
libtiff	131192
go	127202
libx11	125664
zlib-ng-compat	124933
pkgconf	120829
brotli	119148
giflib	115536
git	114425
libxext	112538
unbound	112039
simdutf	111300
gnupg	110458
xorgproto	110403
libnghttp3	110186
coreutils	106384
merve	103489
libgpg-error	102903
fmt	102801
libvmaf	101650
c-ares	98763
aom	96582
llvm	96445
libuv	96274
nettle	95823
python@3.13	94944
nbytes	93134
pixman	90732
libxcb	89712
ada-url	89460
x265	89297
cairo	89269
libedit	88957
libxau	87631
docker	87528
m4	86144
libxdmcp	85371
libksba	85210
mise	85206
libxrender	83903
dav1d	82525
xcbeautify	82066
libffi	81941
pnpm	80453
bzip2	80287
libgit2	79613
certifi	78823
imagemagick	78560
lzo	76644
gemini-cli	76093
ruby	75926
curl	75619
libusb	75379
hdrhistogram_c	74890
jq	74779
openjph	73109
ripgrep	72781
uvwasi	72465
libgcrypt	71886
krb5	71634
gcc	71473
graphite2	71373
protobuf	71089
libssh2	70905
libomp	69983
python@3.12	69526
pango	68654
