formula	count
ca-certificates	535388
openssl@3	515461
xz	488048
sqlite	411164
zstd	349371
node	337477
gh	293450
icu4c@78	292752
readline	290291
python@3.14	288905
lz4	252220
libnghttp2	246111
libpng	239135
pcre2	220968
libunistring	219435
harfbuzz	212683
glib	210864
libngtcp2	208838
simdjson	205850
jpeg-turbo	197473
mpdecimal	196847
awscli	196229
uv	193595
freetype	192238
gettext	174995
cmake	173303
ffmpeg	172526
gmp	163883
expat	159906
brotli	155348
ncurses	149984
go	145969
libtiff	143711
zlib-ng-compat	143101
giflib	142053
libx11	141474
libnghttp3	139670
pkgconf	138940
git	138500
libuv	137098
ada-url	136163
libxext	125846
little-cms2	124751
xorgproto	123577
c-ares	118530
gemini-cli	116356
openexr	112285
fmt	110923
aom	109866
fontconfig	109539
python@3.13	106747
llhttp	103006
libffi	101566
m4	100195
bzip2	97632
libxcb	95566
libxau	95108
svt-av1	94399
gnupg	93680
dav1d	93193
libvmaf	93013
hdrhistogram_c	92946
mise	92670
uvwasi	92429
libxdmcp	92243
pango	91964
coreutils	91090
pixman	90849
libedit	89228
libxrender	89046
krb5	87872
cairo	86819
gnutls	86084
gcc	85761
libmpc	84865
libgcrypt	84636
poppler	84103
jq	83384
pipx	82620
unzip	82145
autoconf	82057
berkeley-db@5	81589
ollama	81082
libssh2	80228
protobuf	79933
xcbeautify	79691
p11-kit	77054
libgpg-error	76747
libevent	76121
deno	74865
libidn2	74413
lzo	74005
opus	73831
imagemagick	73485
libvpx	73315
libtasn1	72833
libomp	70951
unbound	70629
util-linux	70202
sdl2	69155
