formula	count
openssl@3	310360
ca-certificates	297401
gh	176546
python@3.14	131179
uv	129764
ffmpeg	122798
node	117830
pcre2	117024
cmake	113699
pkgconf	110347
sqlite	105181
glib	102684
xz	101694
awscli	100665
zstd	96127
harfbuzz	92743
go	92113
gmp	89366
little-cms2	88157
simdjson	87378
fontconfig	86368
lz4	74664
ncurses	73033
gcc	70800
readline	69366
icu4c@78	68122
json-c	66549
libtiff	65817
coreutils	62403
mpdecimal	59802
protobuf	59644
x265	57633
libx11	56444
jpeg-turbo	56195
libpng	56059
zlib-ng-compat	53080
libffi	52499
expat	50935
xcbeautify	50371
gnupg	49250
gettext	46883
webp	46852
libunistring	45186
jq	44700
abseil	44546
libvpx	44271
libnghttp2	43266
git	42542
freetype	42068
giflib	42062
imagemagick	42044
oniguruma	39885
brotli	39049
simdutf	38739
libgcrypt	38707
xorgproto	38340
libnghttp3	38101
dav1d	37986
c-ares	37976
libngtcp2	37943
yt-dlp	37350
fmt	37200
openjdk	37167
graphite2	36976
libvmaf	36768
ripgrep	35868
sdl3	35802
mise	35496
python@3.13	34825
libxext	34668
neovim	34633
gnutls	34555
llvm	34467
libheif	34310
libxcb	34128
python@3.12	34059
poppler	33798
hello	33471
libssh2	33330
pango	33064
p11-kit	32837
mpg123	32543
krb5	31933
nss	31470
merve	31240
libksba	31147
ninja	31130
yq	31076
libtool	30960
libomp	30659
rust	30192
ruby	30176
sdl2-compat	30052
pnpm	29671
swiftlint	29572
tmux	29419
curl	29262
llhttp	29233
pipx	29078
xclogparser	29069
