formula	count
openssl@3	480874
ca-certificates	478638
xz	404999
sqlite	378750
python@3.14	360326
zstd	299914
gh	288690
node	274992
readline	248843
lz4	234072
libnghttp2	215545
icu4c@78	213339
glib	208737
pcre2	198913
ffmpeg	192501
awscli	190256
libunistring	181898
libpng	181371
mpdecimal	179545
uv	171018
little-cms2	164506
expat	161797
simdjson	161607
gmp	158208
libngtcp2	153656
jpeg-turbo	153063
llhttp	151041
cmake	149170
gettext	149114
harfbuzz	147737
freetype	147689
gnutls	135162
simdutf	134863
ncurses	133576
libtiff	132200
zlib-ng-compat	131093
go	128229
git	126649
libx11	125810
merve	125589
giflib	124089
pkgconf	123760
brotli	123742
gnupg	122425
coreutils	119221
libgpg-error	117058
libnghttp3	116834
libxext	115488
xorgproto	112750
libvmaf	109741
fontconfig	109254
unbound	107419
c-ares	103298
libuv	103099
x265	102291
python@3.13	100728
fmt	98843
nbytes	96417
llvm	93796
libedit	92454
pixman	92295
m4	90990
libxcb	90901
mise	90887
nettle	90642
libxau	90457
cairo	89250
ada-url	88035
libffi	87904
libxdmcp	87773
libxrender	86162
dav1d	85599
bzip2	84848
xcbeautify	83573
libksba	83499
aom	81788
python@3.12	80832
docker	79596
imagemagick	79334
hdrhistogram_c	79214
jq	78291
certifi	78290
libgcrypt	78183
lzo	77990
ruby	77985
uvwasi	76762
pnpm	76061
ollama	75608
krb5	74979
gcc	74341
openjph	73894
curl	73774
ripgrep	73663
libssh2	72216
graphite2	71883
gemini-cli	71709
libmpc	70502
libomp	70448
opus	69784
unzip	69691
