formula	count
ca-certificates	478128
openssl@3	454578
python@3.14	258707
gh	251684
ffmpeg	207362
uv	178824
node	178337
sqlite	171977
awscli	168386
glib	163602
pkgconf	158582
go	158295
xz	154457
harfbuzz	153767
pcre2	150005
cmake	148035
zstd	143270
fontconfig	137898
simdjson	130244
ncurses	116591
gmp	113504
lz4	110574
little-cms2	110433
readline	109952
icu4c@78	105924
libtiff	103176
json-c	100862
libffi	99714
gcc	98969
mpdecimal	95214
protobuf	92399
expat	89067
jpeg-turbo	86325
zlib-ng-compat	86290
libx11	85068
libpng	81893
abseil	74510
webp	71594
gettext	70709
x265	69950
libnghttp2	69930
libunistring	68031
git	67180
llvm	66842
coreutils	66708
gnupg	64753
giflib	64577
jq	64539
python@3.12	63729
simdutf	63138
libngtcp2	62091
freetype	61772
openjdk	61673
libnghttp3	61527
oniguruma	60363
ripgrep	59932
xcbeautify	59604
brotli	59554
nss	59108
dav1d	58805
imagemagick	57833
sdl3	57614
fmt	57519
c-ares	57320
xorgproto	56795
mise	56389
poppler	55425
yq	55346
graphite2	55202
yt-dlp	54845
pango	54715
libvmaf	54655
merve	54642
p11-kit	54387
mpg123	54045
tmux	53406
libvpx	53381
pipx	52504
libssh2	52496
python@3.13	51429
libxext	51418
gdk-pixbuf	50787
libxcb	50650
llhttp	50610
hello	50393
gnutls	49407
ruby	49224
libtool	48475
pnpm	47550
krb5	47481
z3	47375
libpsl	47058
libgcrypt	46924
ollama	46180
libgit2	46174
rust	46043
libpq	45097
ninja	44940
pandoc	44711
bzip2	44284
