formula	count
openssl@3	372284
ca-certificates	364056
gh	216336
python@3.14	176658
uv	148184
ffmpeg	144305
node	141720
sqlite	133434
pcre2	132031
awscli	131950
pkgconf	130499
cmake	129573
glib	127470
go	126240
xz	124505
zstd	117686
harfbuzz	112573
fontconfig	107284
gmp	101879
simdjson	100643
little-cms2	98167
ncurses	92013
lz4	91280
readline	86313
gcc	85316
icu4c@78	84569
libtiff	81772
json-c	81383
protobuf	76880
mpdecimal	75024
libffi	69764
jpeg-turbo	69125
libx11	68957
libpng	67726
zlib-ng-compat	67583
expat	65701
coreutils	65593
x265	62410
abseil	59959
simdutf	58574
webp	57625
xcbeautify	57046
gettext	56789
gnupg	56311
libunistring	55146
libnghttp2	54057
openjdk	53494
jq	53372
git	52621
giflib	51773
freetype	50848
llvm	50178
merve	50005
oniguruma	48642
brotli	48139
yt-dlp	48058
libnghttp3	48017
libngtcp2	47937
imagemagick	47922
libvpx	47604
tmux	46766
xorgproto	46693
yq	46460
dav1d	46305
fmt	46217
c-ares	45738
mise	45277
ripgrep	45267
graphite2	45173
libvmaf	43880
python@3.12	43751
sdl3	43560
poppler	42612
libgcrypt	42399
libxext	42185
nss	41600
libxcb	41506
ruby	41443
pango	41413
libssh2	41355
python@3.13	41310
gnutls	41095
rust	41013
p11-kit	40928
hello	40367
mpg123	40358
krb5	38691
libtool	38555
llhttp	37891
kubernetes-cli	37387
neovim	37380
pipx	36921
libheif	36874
ninja	36752
pnpm	35538
nvm	35488
curl	34978
sdl2-compat	34917
libxau	34832
libxdmcp	34760
