formula	count
openssl@3	470714
ca-certificates	466464
sqlite	416492
xz	389390
zstd	377186
node	364954
gh	339434
readline	312856
icu4c@78	287063
lz4	254379
libunistring	248732
python@3.14	244742
pcre2	238430
harfbuzz	231595
glib	231216
libnghttp2	228789
freetype	216660
awscli	208042
mpdecimal	206252
libngtcp2	204526
uv	201485
simdjson	201467
gettext	191148
libuv	185178
libpng	180670
ffmpeg	179548
brotli	175302
jpeg-turbo	163478
gmp	163017
cmake	160966
expat	158993
go	158902
libnghttp3	154524
libtiff	153548
libx11	153226
pkgconf	152956
zlib-ng-compat	152639
ncurses	151515
ada-url	142746
git	138392
little-cms2	136559
libxext	133942
c-ares	133942
xorgproto	131116
giflib	127895
gemini-cli	122532
openexr	121676
fmt	121644
m4	112822
fontconfig	110551
gnupg	107749
llhttp	106183
python@3.13	105808
uvwasi	105241
libffi	104412
hdrhistogram_c	102689
bzip2	102602
libxcb	99834
libxau	99117
gcc	97164
dav1d	96103
libxdmcp	95974
gnutls	92555
libedit	92038
libxrender	91845
coreutils	91452
imagemagick	91367
pixman	91346
svt-av1	90141
protobuf	89957
krb5	88887
pango	88597
cairo	86915
unzip	86687
mise	85618
berkeley-db@5	85523
yt-dlp	83589
p11-kit	82322
libssh2	81899
libgpg-error	81695
libvpx	79563
xcbeautify	79280
libgcrypt	79259
deno	79228
opus	77931
libmpc	77362
aom	76305
poppler	76155
libtasn1	75784
jq	74954
curl	74770
certifi	74734
libevent	73419
libidn2	73310
unbound	73264
lzo	73129
sdl2	72049
node@22	71933
libxcrypt	71414
pipx	70909
