formula	count
ca-certificates	466728
openssl@3	439480
python@3.14	252266
gh	244695
ffmpeg	190315
uv	176335
node	171312
sqlite	165103
awscli	160083
glib	156863
go	155888
pkgconf	153377
harfbuzz	150121
xz	148557
pcre2	147099
cmake	144351
zstd	138768
fontconfig	131941
simdjson	128328
ncurses	112130
gmp	111687
little-cms2	108336
lz4	107266
readline	105532
icu4c@78	102053
libtiff	99519
json-c	97168
gcc	96387
libffi	93776
mpdecimal	91561
protobuf	88588
expat	83906
jpeg-turbo	83354
zlib-ng-compat	82517
libx11	82102
libpng	79319
abseil	70879
webp	69123
x265	68627
gettext	68226
libnghttp2	66908
coreutils	66576
libunistring	65721
llvm	64956
git	64695
gnupg	63149
giflib	62354
simdutf	62353
python@3.12	62270
jq	62192
openjdk	59989
freetype	59707
libngtcp2	59596
libnghttp3	59128
xcbeautify	59046
oniguruma	58264
nss	58178
ripgrep	57474
brotli	57386
dav1d	56688
imagemagick	56555
fmt	55570
c-ares	55209
sdl3	55071
xorgproto	54889
mise	54026
yt-dlp	53926
merve	53740
yq	53377
graphite2	53365
poppler	52911
libvmaf	52845
libvpx	52352
tmux	52337
pango	52263
p11-kit	51644
mpg123	51497
pipx	50924
libssh2	50238
libxext	49755
python@3.13	49357
gdk-pixbuf	49354
libxcb	48975
hello	48498
ruby	48269
llhttp	48217
gnutls	47858
libtool	46795
z3	46259
libgcrypt	46004
krb5	45812
pnpm	45772
libgit2	45270
rust	45049
libpq	44266
pandoc	43876
ollama	43688
ninja	42926
fzf	42757
libpsl	42719
