formula	count
ca-certificates	499862
xz	452720
openssl@3	449579
sqlite	416699
zstd	363435
node	361701
gh	332895
readline	303405
icu4c@78	295699
lz4	254013
harfbuzz	242671
python@3.14	241797
libnghttp2	239352
libunistring	233997
pcre2	230464
glib	229617
simdjson	223565
awscli	204480
mpdecimal	203473
libngtcp2	202142
freetype	196116
libpng	192948
uv	190995
gettext	185496
jpeg-turbo	183716
ffmpeg	178432
cmake	170567
brotli	169095
gmp	163264
libuv	163016
expat	160449
ncurses	151479
libnghttp3	148307
libtiff	148057
zlib-ng-compat	147433
libx11	146810
pkgconf	146454
go	144494
git	140789
ada-url	139885
giflib	138160
little-cms2	131999
libxext	129682
xorgproto	127192
c-ares	126860
openexr	120566
gemini-cli	116722
fmt	116134
fontconfig	109791
gnupg	109067
m4	106644
libffi	103511
llhttp	102480
bzip2	100897
aom	99725
uvwasi	99555
hdrhistogram_c	98355
libxcb	97183
libxau	96682
python@3.13	95976
dav1d	95102
libxdmcp	93765
gcc	92754
svt-av1	92454
libedit	91634
coreutils	91061
pixman	90777
pango	90694
libxrender	90415
gnutls	89256
mise	89156
krb5	88768
cairo	86616
unzip	85369
berkeley-db@5	84609
pipx	84460
protobuf	84152
poppler	82586
libmpc	82061
libssh2	81677
jq	80962
p11-kit	79915
xcbeautify	79806
libgpg-error	79349
imagemagick	79175
yt-dlp	76919
libgcrypt	76707
deno	76051
curl	75711
libvpx	75656
libevent	75266
opus	75235
libtasn1	74717
libidn2	74263
libomp	73377
lzo	73230
unbound	72474
autoconf	71746
ollama	71314
libxcrypt	70848
