formula	count
ca-certificates	527116
openssl@3	444812
sqlite	354659
xz	352601
python@3.14	326381
zstd	268914
gh	252689
node	246232
readline	226650
lz4	208011
glib	200814
icu4c@78	197015
uv	193573
pcre2	192890
awscli	189946
mpdecimal	167473
ffmpeg	165368
libunistring	164277
fontconfig	163097
libpng	159582
libnghttp2	155241
libngtcp2	147352
gmp	146974
cmake	145679
harfbuzz	144647
gettext	143235
jpeg-turbo	141951
gnutls	140529
expat	139075
little-cms2	138881
go	138510
freetype	132841
ncurses	131851
libtiff	129889
simdjson	127380
libx11	126730
libnghttp3	125984
llhttp	124092
pkgconf	119784
zlib-ng-compat	115652
brotli	112938
giflib	109073
libxext	108891
git	107828
gnupg	107296
xorgproto	106333
coreutils	100145
fmt	99101
aom	99097
llvm	98581
nettle	98452
simdutf	96467
libgpg-error	96158
libvmaf	94720
c-ares	93996
merve	89031
graphite2	88721
libuv	88570
cairo	87505
libxcb	87250
pixman	86686
libksba	84822
imagemagick	84278
mise	84249
unbound	83753
docker	83734
ada-url	83463
nbytes	83085
x265	82925
xcbeautify	82823
libxau	82369
libedit	82028
libxdmcp	80777
m4	80578
pnpm	80184
libxrender	78915
dav1d	78886
libusb	78748
gemini-cli	77862
certifi	77086
libomp	76575
ruby	76242
protobuf	74484
libffi	74473
python@3.13	73870
bzip2	73772
lzo	72736
ripgrep	72467
openjph	72005
openjdk	71162
jq	71065
pyenv	70525
hdrhistogram_c	69909
krb5	68672
pipx	68623
pango	68403
libssh2	67906
gcc	67303
uvwasi	67279
tmux	67065
