formula	count
openssl@3	545579
ca-certificates	431027
sqlite	284704
gh	271950
node	266759
libcap	262490
python@3.14	250046
bubblewrap	239822
glib	213720
xz	207942
zstd	191548
awscli	188843
ffmpeg	185666
uv	182541
fontconfig	179418
pkgconf	179034
libffi	170445
libtiff	161287
cmake	154971
readline	153681
jpeg-turbo	153386
pcre2	151148
lz4	141945
icu4c@78	141896
git	141675
json-c	135776
gmp	134218
mpdecimal	123655
libngtcp2	118150
c-ares	116514
libnghttp3	116014
ncurses	112820
go	111945
libx11	110362
libpng	107737
harfbuzz	105847
gettext	104791
fmt	104401
libunistring	101960
zlib-ng-compat	101312
expat	101301
little-cms2	100397
jq	95084
poppler	93704
gcc	93350
libvmaf	91827
ripgrep	90264
gnupg	88922
pango	87329
llhttp	86513
python@3.13	85063
sdl3	84928
freetype	84252
tmux	84141
giflib	83793
libssh2	83488
hdrhistogram_c	82610
graphite2	81185
dav1d	81110
webp	80225
xorgproto	78505
libxext	78086
coreutils	77794
brotli	75891
luajit	74895
p11-kit	73521
protobuf	72097
deno	72079
lame	72010
pnpm	71340
libnghttp2	71153
llvm	69710
pipx	69426
libevent	68137
libxcb	67531
z3	67015
curl	66492
imagemagick	66320
docker	65759
gnutls	65325
gpgme	65027
cairo	63930
mise	63834
sdl2-compat	62796
xcbeautify	62775
just	62098
libtool	61785
fzf	61001
oniguruma	60749
pixman	59859
svt-av1	58645
yt-dlp	57944
gdk-pixbuf	57489
pyenv	57390
libxau	57330
x265	56797
isl	56640
krb5	56319
libxdmcp	55464
python@3.12	55244
