formula	count
openssl@3	467566
ca-certificates	406483
sqlite	326511
python@3.14	323879
gh	317448
node	290022
xz	244853
libcap	237633
zstd	218842
bubblewrap	217474
glib	209286
ffmpeg	193731
awscli	182859
readline	177578
uv	171904
libffi	169698
fontconfig	168760
pcre2	164877
lz4	162062
icu4c@78	160737
cmake	148528
jpeg-turbo	147454
libtiff	147055
gmp	138433
mpdecimal	138160
libngtcp2	131801
harfbuzz	129972
libnghttp3	126996
libpng	122364
git	122253
libunistring	120035
gettext	118694
libx11	118358
little-cms2	117982
fmt	117717
gcc	116947
ncurses	116816
llhttp	113622
libvmaf	110421
expat	108178
pkgconf	108063
zlib-ng-compat	105401
poppler	103217
jq	102595
graphite2	101020
go	99947
freetype	97403
python@3.13	93423
c-ares	92730
libxext	90076
llvm	89959
xorgproto	86898
gnupg	86670
brotli	86100
pango	84358
protobuf	84255
giflib	82834
libnghttp2	81827
tmux	81812
coreutils	80005
sdl3	77688
gnutls	76900
hdrhistogram_c	75970
openexr	75621
libxcb	75076
cairo	74899
python@3.12	73317
imagemagick	73251
gdk-pixbuf	73109
certifi	71341
xcbeautify	71062
z3	70875
pixman	69152
openjph	68163
pipx	67852
yt-dlp	66335
gpgme	65610
deno	65400
curl	64957
mise	64893
x265	63870
libxau	63544
oniguruma	63175
dav1d	63084
luajit	61968
docker	61918
libxdmcp	61721
sdl2-compat	61720
pnpm	61677
just	60393
libxrender	60343
libuv	60135
ripgrep	59964
ollama	59808
krb5	59110
binutils	59022
libomp	58988
nettle	58012
simdjson	57415
m4	56501
