formula	count
ca-certificates	544431
openssl@3	430703
sqlite	374645
xz	320819
python@3.14	300320
gh	267372
zstd	248498
node	228443
readline	209651
awscli	202772
fontconfig	199200
lz4	189505
icu4c@78	187464
glib	187004
pcre2	185856
uv	169721
mpdecimal	157946
harfbuzz	157497
libunistring	150082
cmake	149155
ffmpeg	148830
libpng	147915
libngtcp2	145565
gmp	140203
gettext	136835
little-cms2	135011
jpeg-turbo	133058
ncurses	131999
libnghttp3	129602
go	128783
libtiff	126815
libx11	126452
libnghttp2	124740
gnutls	123212
expat	123024
freetype	120791
pkgconf	114528
zlib-ng-compat	109234
graphite2	106770
llvm	105867
brotli	104221
gnupg	103891
libxext	102802
llhttp	100912
giflib	100712
git	100028
xorgproto	99506
aom	98844
coreutils	94730
imagemagick	94016
fmt	93376
simdjson	91360
libvmaf	88271
libffi	87864
c-ares	86510
nettle	84785
cairo	84677
libxcb	83148
simdutf	82034
xcbeautify	81996
pixman	80528
libusb	79706
protobuf	78986
libuv	78389
docker	78355
gemini-cli	77235
x265	76982
mise	76725
ada-url	75456
dav1d	75150
openjdk	75096
libxau	74976
poppler	74947
merve	74822
certifi	74600
libxdmcp	73723
pnpm	73682
libgpg-error	73311
libomp	72779
libxrender	72235
m4	72166
nbytes	71293
ripgrep	70657
tmux	70393
openjph	69185
ruby	68029
jq	67432
pango	67249
libksba	66997
deno	66855
librsvg	66623
lzo	66331
gcc	66213
bzip2	65859
yt-dlp	65279
python@3.13	65148
krb5	64580
libheif	64548
unbound	64344
pipx	64168
