formula	count
openssl@3	486189
ca-certificates	435027
sqlite	412706
xz	397581
zstd	387528
node	368807
gh	341002
readline	318112
icu4c@78	274053
libunistring	260773
lz4	253199
python@3.14	248026
pcre2	244288
glib	230172
harfbuzz	224201
awscli	222632
simdjson	217062
libnghttp2	213557
uv	210634
mpdecimal	205841
libngtcp2	204291
freetype	200889
gettext	195146
libuv	191079
ffmpeg	178283
brotli	175446
go	165334
libpng	162736
gmp	162709
libnghttp3	157478
libtiff	156764
libx11	156617
zlib-ng-compat	155878
expat	155070
pkgconf	153769
ncurses	150743
ada-url	149298
cmake	144952
little-cms2	138273
c-ares	137895
libxext	136295
xorgproto	132249
jpeg-turbo	130250
git	129038
gemini-cli	127003
fmt	125044
m4	118059
giflib	117044
openexr	115739
llhttp	113029
python@3.13	111793
fontconfig	108957
uvwasi	107831
hdrhistogram_c	106093
gcc	104890
libffi	103846
bzip2	103049
imagemagick	102698
gnupg	102300
libxcb	99893
libxau	99411
dav1d	97699
libxdmcp	96068
gnutls	94540
libxrender	91588
libedit	90587
coreutils	90416
pixman	90230
protobuf	88408
certifi	87464
krb5	87050
unzip	86579
cairo	85519
berkeley-db@5	85506
libgpg-error	84361
libvpx	83895
svt-av1	83598
libgcrypt	83204
p11-kit	83192
mise	82203
pango	81992
libssh2	80802
xcbeautify	79930
opus	78795
yt-dlp	78407
node@22	78240
libksba	75273
libtasn1	74686
jpeg-xl	74464
poppler	73799
libmpc	73309
deno	72376
unbound	72039
curl	71937
lzo	71677
sdl2	71660
x265	70838
libevent	70746
librsvg	70393
openjph	69683
