formula	count
openssl@3	547688
xz	514848
ca-certificates	473389
sqlite	396810
zstd	327839
python@3.14	320783
gh	315861
node	303759
readline	271806
libpng	249536
lz4	243586
icu4c@78	243421
libnghttp2	238886
pcre2	209177
libngtcp2	208637
harfbuzz	204305
simdjson	203812
libunistring	200079
awscli	199215
mpdecimal	187593
jpeg-turbo	180842
ffmpeg	176044
glib	175890
freetype	163855
gmp	163102
uv	162314
gettext	161527
cmake	159486
expat	151947
giflib	144227
ncurses	143323
little-cms2	142245
git	139635
go	139446
zlib-ng-compat	137142
libtiff	136451
brotli	136096
pkgconf	131640
libx11	130832
libvmaf	126810
libnghttp3	126286
libuv	120243
libxext	119046
xorgproto	115980
simdutf	113778
coreutils	112758
python@3.13	111300
c-ares	110037
ada-url	109277
fontconfig	106247
llhttp	105210
fmt	105188
gnupg	101596
merve	100482
openexr	97245
gemini-cli	97020
libffi	95991
m4	94775
mise	94524
x265	93689
bzip2	92560
ollama	91602
libgcrypt	90968
aom	90470
libxcb	90438
libxau	90417
dav1d	89933
pixman	89157
libgpg-error	88831
libxdmcp	87428
hdrhistogram_c	86016
libxrender	85830
cairo	85468
uvwasi	84603
libmpc	84312
jq	84152
xcbeautify	82450
krb5	82345
libedit	82311
poppler	82056
nbytes	80646
gnutls	80507
gcc	79497
ripgrep	77797
svt-av1	77781
unzip	76956
pango	74685
libevent	74167
libssh2	73822
fzf	73616
lzo	73237
neovim	72430
llvm	72379
p11-kit	72324
imagemagick	72118
opus	71541
libomp	71534
libidn2	70942
libvpx	69694
unbound	69638
