formula	count
ca-certificates	542434
openssl@3	523759
node	291321
sqlite	279750
python@3.14	279574
gh	268283
glib	238013
uv	224127
awscli	213342
pkgconf	205750
libcap	199057
ffmpeg	195302
fontconfig	193552
xz	185945
zstd	169970
bubblewrap	169316
cmake	169111
harfbuzz	163635
pcre2	144606
libffi	139955
readline	135856
go	135747
ncurses	134076
json-c	131980
lz4	129776
icu4c@78	129755
libtiff	128404
gmp	125809
mpdecimal	119662
simdjson	118753
jpeg-turbo	110263
poppler	109779
libnghttp2	108237
libx11	106792
libnghttp3	106021
libngtcp2	104961
zlib-ng-compat	102691
expat	100247
libpng	95943
llhttp	93005
ripgrep	91092
webp	90919
pipx	90100
libssh2	90035
gettext	88698
git	88105
little-cms2	87792
z3	85221
libunistring	83845
protobuf	83575
gcc	81902
giflib	80761
pango	80718
p11-kit	80156
mpg123	79744
jq	79211
sdl3	78663
openjdk	76799
c-ares	76446
python@3.13	75314
mise	75281
freetype	74374
llvm	74153
ada-url	73336
dav1d	72671
xorgproto	72343
coreutils	71666
fmt	71538
abseil	70056
graphite2	69559
brotli	69393
imagemagick	69072
fzf	68978
libvmaf	68769
libtool	66916
tesseract	64883
python@3.12	64644
libxext	64470
libpsl	64467
certifi	64383
luajit	63161
libxcb	63100
pnpm	62916
oniguruma	62750
xcbeautify	61528
docker	59082
gnupg	58710
ollama	58483
deno	57155
gnutls	56505
yq	55328
tmux	54804
krb5	54803
nss	54743
binutils	54366
pyenv	54352
pandoc	53762
ninja	53449
hello	53203
libxau	53110
