formula	count
ca-certificates	544182
openssl@3	506067
gh	300158
python@3.14	291942
node	274873
sqlite	241694
glib	239916
ffmpeg	219420
awscli	212335
uv	209743
pkgconf	197807
fontconfig	193660
xz	185776
cmake	177823
harfbuzz	176892
zstd	169744
go	154334
simdjson	143221
pcre2	142098
libcap	140293
libffi	139178
ncurses	136137
readline	135631
lz4	129314
icu4c@78	128663
libtiff	127088
json-c	126581
gmp	124056
mpdecimal	117216
bubblewrap	115566
libnghttp2	112867
little-cms2	108264
jpeg-turbo	106964
libx11	105445
zlib-ng-compat	103393
gcc	102952
expat	101848
protobuf	101521
poppler	97234
libpng	95990
llhttp	93707
libngtcp2	90144
libnghttp3	88600
webp	87726
gettext	87260
git	84851
z3	83908
libunistring	82673
ripgrep	82654
mpg123	82206
abseil	81784
p11-kit	80984
pango	80905
sdl3	80058
openjdk	79760
giflib	79269
libssh2	78804
jq	78404
python@3.13	75649
pipx	74257
freetype	73715
llvm	72937
mise	72730
c-ares	72460
dav1d	71341
brotli	70863
fmt	70723
xorgproto	70717
coreutils	69623
python@3.12	68990
ada-url	68715
fzf	68537
imagemagick	68206
graphite2	67951
x265	67530
libvmaf	67251
oniguruma	66890
libpsl	64548
pnpm	63506
libxext	63289
xcbeautify	63172
libxcb	62227
yq	62096
simdutf	62007
libtool	60860
tmux	60240
ollama	57361
gnupg	57147
yt-dlp	57004
gnutls	56453
docker	55894
krb5	55690
luajit	55406
gdk-pixbuf	55226
binutils	55094
nss	55091
ruby	54202
merve	54165
openexr	53973
tesseract	53952
