formula	count
openssl@3	471603
ca-certificates	400753
python@3.14	322349
sqlite	321464
gh	318828
node	288425
libcap	245679
xz	242001
bubblewrap	225090
zstd	217582
glib	209415
ffmpeg	196109
awscli	182876
readline	175970
uv	173919
libffi	173283
fontconfig	165691
pcre2	163549
lz4	161225
icu4c@78	159281
libtiff	149552
jpeg-turbo	148895
cmake	147754
gmp	138761
mpdecimal	136710
libngtcp2	130787
harfbuzz	127386
libnghttp3	126083
git	123130
libpng	121753
libunistring	119003
fmt	118152
gettext	117954
gcc	117848
libx11	117709
little-cms2	117005
ncurses	115858
llhttp	113560
libvmaf	110792
pkgconf	107682
expat	107573
zlib-ng-compat	104796
poppler	104216
jq	103082
go	102627
graphite2	99015
c-ares	98712
freetype	96719
python@3.13	95684
libxext	89561
gnupg	87010
xorgproto	86560
brotli	85395
llvm	85201
pango	84849
protobuf	83922
giflib	83523
tmux	82218
libnghttp2	81157
sdl3	80263
coreutils	79712
hdrhistogram_c	77150
gnutls	75815
openexr	75493
libxcb	74649
cairo	74308
python@3.12	73159
gdk-pixbuf	73102
imagemagick	72951
certifi	70939
xcbeautify	70796
pixman	68690
deno	68608
yt-dlp	67594
z3	66981
openjph	66762
pipx	66547
mise	66190
gpgme	65861
curl	65076
luajit	64329
sdl2-compat	63781
x265	63494
libxau	63232
dav1d	62815
oniguruma	62735
libxdmcp	61337
pnpm	61214
docker	61196
just	60118
libxrender	59967
libuv	59632
ripgrep	59617
webp	59490
binutils	59459
krb5	58706
libomp	58198
json-c	57576
nettle	57385
ollama	57068
