formula	count
openssl@3	567221
ca-certificates	466986
sqlite	289323
gh	275455
libcap	269442
node	254519
bubblewrap	242378
python@3.14	237292
pkgconf	209075
awscli	208614
xz	196478
uv	190614
glib	189421
ffmpeg	181115
zstd	180596
fontconfig	180288
json-c	168128
libtiff	166399
cmake	164569
libffi	158388
jpeg-turbo	153034
pcre2	147899
readline	142762
icu4c@78	136130
lz4	135335
gmp	132716
go	123198
mpdecimal	120364
ncurses	119927
c-ares	119744
git	119530
libngtcp2	115213
libnghttp3	113546
libx11	108616
poppler	106241
libssh2	103436
ripgrep	101909
libpng	101713
zlib-ng-compat	101121
harfbuzz	98067
gettext	97034
little-cms2	94269
libunistring	92926
expat	92271
webp	91570
gnupg	89223
gcc	86125
fmt	85855
jq	85143
giflib	84603
dav1d	84154
llhttp	82752
libvmaf	79654
sdl3	79217
freetype	79061
python@3.13	77684
coreutils	77110
luajit	76662
xorgproto	75701
p11-kit	75675
lame	75568
graphite2	75181
imagemagick	73567
pnpm	73451
pipx	72667
deno	72388
brotli	72323
libxext	72162
libevent	71587
mise	71182
libtool	70695
hdrhistogram_c	69286
pango	68954
libnghttp2	67383
z3	65987
llvm	65681
tmux	65583
fzf	65569
libxcb	65298
protobuf	64563
simdjson	62942
svt-av1	62073
gnutls	61661
certifi	61523
ada-url	60972
oniguruma	59460
xcbeautify	59320
cairo	58702
isl	58694
just	58432
yt-dlp	57269
openjdk	57221
docker	56208
krb5	55953
mpg123	55486
libxau	55141
pixman	54960
x265	54764
sdl2-compat	54128
libxdmcp	53973
