formula	count
openssl@3	385829
ca-certificates	381826
gh	221881
python@3.14	191243
uv	154200
ffmpeg	150953
node	147637
sqlite	139948
awscli	137471
pkgconf	135510
pcre2	134891
glib	133421
cmake	132128
go	131955
xz	128889
zstd	121798
harfbuzz	118503
fontconfig	112308
simdjson	108333
gmp	103660
little-cms2	99974
ncurses	96317
lz4	94332
readline	89802
gcc	88070
icu4c@78	88030
libtiff	85142
json-c	84657
protobuf	79616
mpdecimal	78439
libffi	74635
jpeg-turbo	71913
libx11	71360
zlib-ng-compat	71169
libpng	69911
expat	69299
coreutils	65287
x265	63569
abseil	62667
webp	59857
simdutf	59263
gettext	59017
gnupg	57888
xcbeautify	57804
libunistring	57320
libnghttp2	56883
llvm	56467
jq	55689
git	55042
openjdk	54868
giflib	53725
freetype	52593
oniguruma	51068
merve	50629
libngtcp2	50514
libnghttp3	50415
brotli	50033
imagemagick	49490
yt-dlp	49142
libvpx	48425
xorgproto	48314
yq	48287
dav1d	48267
fmt	47951
tmux	47890
c-ares	47716
ripgrep	47567
mise	47104
graphite2	46796
python@3.12	46773
nss	46745
sdl3	45625
libvmaf	45480
ruby	44886
poppler	44759
libxext	43698
pango	43576
p11-kit	43323
libssh2	43211
libgcrypt	43173
python@3.13	43007
libxcb	42961
gnutls	42565
mpg123	42441
rust	41796
hello	41705
pipx	40490
libtool	40281
krb5	40189
llhttp	40048
fzf	38589
z3	38489
pnpm	38417
kubernetes-cli	38279
neovim	38080
ninja	37709
libheif	37480
nvm	37014
curl	36278
sdl2-compat	36148
