formula	count
openssl@3	395973
ca-certificates	395443
gh	225894
python@3.14	203160
ffmpeg	158158
uv	156731
node	152560
sqlite	144785
awscli	140075
pkgconf	139298
glib	138211
pcre2	136770
go	136163
cmake	133749
xz	132053
zstd	124047
harfbuzz	123216
fontconfig	116159
simdjson	114797
gmp	103062
little-cms2	101192
ncurses	99381
lz4	96013
readline	92907
icu4c@78	90465
gcc	89467
libtiff	87833
json-c	86921
protobuf	81466
mpdecimal	80922
libffi	78435
jpeg-turbo	73871
zlib-ng-compat	73678
libx11	73262
expat	72200
libpng	71417
x265	64519
abseil	64454
coreutils	63656
webp	61334
gettext	60717
simdutf	59745
llvm	59704
libunistring	58942
gnupg	58780
libnghttp2	58770
git	57012
jq	56490
xcbeautify	56301
openjdk	55729
giflib	55222
freetype	53678
oniguruma	52870
libngtcp2	52334
libnghttp3	52073
brotli	51350
merve	51152
imagemagick	50880
yt-dlp	50537
dav1d	49954
ripgrep	49703
yq	49403
xorgproto	49304
python@3.12	49280
libvpx	49261
fmt	49049
c-ares	49043
tmux	48841
nss	48702
graphite2	47891
sdl3	47869
mise	47847
libvmaf	46829
poppler	46592
pango	45417
ruby	45244
p11-kit	44978
libxext	44606
mpg123	44574
libssh2	44562
python@3.13	44089
libxcb	43990
libgcrypt	43603
gnutls	43568
pipx	43552
hello	43221
rust	42451
z3	42105
llhttp	41712
libtool	41535
pnpm	41335
krb5	41183
fzf	39516
neovim	38666
kubernetes-cli	38657
ninja	38046
libheif	37903
gdk-pixbuf	37896
nvm	37798
sdl2-compat	37442
