formula	count
ca-certificates	479592
openssl@3	458692
xz	386370
sqlite	371584
python@3.14	357028
zstd	289901
node	278265
gh	261796
readline	241865
lz4	227526
glib	207961
icu4c@78	206466
libnghttp2	198190
pcre2	195223
ffmpeg	185490
awscli	180412
uv	179124
libunistring	177123
mpdecimal	174803
libpng	172761
little-cms2	165387
expat	160760
llhttp	156624
gmp	152569
jpeg-turbo	149353
simdjson	148504
libngtcp2	145717
gettext	145527
freetype	143890
gnutls	143428
harfbuzz	137165
cmake	133390
libtiff	130005
ncurses	129932
zlib-ng-compat	126979
go	126409
libx11	123274
simdutf	122861
brotli	121420
pkgconf	121010
git	120950
gnupg	120698
giflib	118965
libgpg-error	114589
merve	114337
libnghttp3	114069
libxext	113062
unbound	110866
xorgproto	110768
fontconfig	108230
coreutils	107522
libvmaf	106186
fmt	103104
c-ares	100753
libuv	100253
nbytes	98250
python@3.13	97959
x265	95353
nettle	91944
ada-url	91942
llvm	91727
pixman	90995
libedit	90545
mise	90539
libxcb	89533
libxau	88823
aom	88399
m4	88332
cairo	88208
libxdmcp	86477
docker	86019
libffi	85218
libxrender	84861
dav1d	84422
libksba	83629
bzip2	82373
python@3.12	81270
certifi	80600
xcbeautify	77788
hdrhistogram_c	77347
lzo	77092
pnpm	75491
uvwasi	74956
jq	74794
libgcrypt	74206
ruby	74097
curl	73968
openjph	73604
gemini-cli	73092
ripgrep	72884
gcc	72337
krb5	72265
libgit2	72101
imagemagick	71918
libssh2	71543
libusb	71107
graphite2	70898
ollama	70603
opus	69450
libomp	68946
