formula	count
openssl@3	497243
sqlite	405459
xz	405120
ca-certificates	401505
zstd	399230
gh	376438
node	362463
readline	320615
lz4	254926
python@3.14	253861
icu4c@78	253709
pcre2	249085
libunistring	245968
glib	228538
awscli	228507
harfbuzz	207832
mpdecimal	205180
libngtcp2	202702
uv	200541
gettext	197316
libuv	195378
simdjson	194241
libnghttp2	189905
freetype	187666
ffmpeg	176736
brotli	173505
go	171761
libpng	166906
gmp	165445
zlib-ng-compat	161864
libtiff	159377
libx11	159034
libnghttp3	158672
pkgconf	153280
ncurses	151244
expat	148868
ada-url	140245
c-ares	138679
little-cms2	138590
libxext	137024
gemini-cli	136510
cmake	134680
xorgproto	131846
jpeg-turbo	128781
fmt	127069
m4	122430
llhttp	121729
openexr	121423
gcc	115468
git	115050
python@3.13	114202
uvwasi	108318
hdrhistogram_c	107695
fontconfig	106220
giflib	104816
bzip2	103416
libffi	103138
dav1d	98570
libxcb	98405
libxau	98085
gnutls	97448
gnupg	96938
libxdmcp	94741
libgpg-error	94706
imagemagick	94657
libgcrypt	92409
coreutils	90876
libvpx	90656
libxrender	90262
libedit	89782
pixman	87800
certifi	87113
krb5	87048
unzip	86370
berkeley-db@5	84715
p11-kit	84051
cairo	83119
yt-dlp	81991
libssh2	81847
xcbeautify	80190
protobuf	79700
opus	79124
openjph	78759
mise	78220
jpeg-xl	77468
node@22	77369
svt-av1	74832
libtasn1	73256
deno	72325
pyenv	71638
pango	71551
poppler	71083
curl	71054
sdl2	70900
libksba	70843
ollama	70539
x265	70521
unbound	70401
libxml2	69542
jq	69406
