formula	count
ca-certificates	494013
openssl@3	449900
xz	446219
sqlite	415606
zstd	364289
node	362139
gh	333377
readline	303889
icu4c@78	294265
lz4	253575
harfbuzz	246515
python@3.14	241364
libnghttp2	237843
libunistring	235132
pcre2	230758
glib	229372
simdjson	221877
awscli	203555
mpdecimal	202990
libngtcp2	202269
freetype	197731
libpng	191543
uv	189952
gettext	185574
jpeg-turbo	181602
ffmpeg	178342
libuv	170455
brotli	170033
cmake	169529
gmp	162713
expat	159722
ncurses	151006
libnghttp3	148982
libtiff	148250
pkgconf	148136
zlib-ng-compat	147753
libx11	147126
git	141241
ada-url	140027
go	139891
giflib	136894
little-cms2	132557
libxext	130042
c-ares	127826
xorgproto	127236
openexr	120804
gemini-cli	116839
fmt	116551
fontconfig	109559
gnupg	108850
m4	107192
libffi	103763
llhttp	101971
bzip2	100750
uvwasi	100245
hdrhistogram_c	98529
aom	97385
libxcb	97184
libxau	96812
dav1d	94820
libxdmcp	93787
python@3.13	93058
gcc	93007
svt-av1	92013
libedit	91343
pixman	90814
pango	90807
libxrender	90350
coreutils	90134
gnutls	89448
krb5	88644
mise	88528
cairo	86528
unzip	85094
berkeley-db@5	84478
imagemagick	84133
protobuf	84045
pipx	83323
poppler	82510
libmpc	81265
libssh2	81179
p11-kit	80147
jq	80013
libgpg-error	79489
xcbeautify	78668
yt-dlp	77470
libgcrypt	76743
deno	76686
libvpx	75912
opus	75401
curl	75384
libevent	74771
libtasn1	74685
libidn2	74055
lzo	73040
unbound	72401
libxcrypt	70902
sdl2	70596
autoconf	70500
ollama	70352
