formula	count
ca-certificates	538905
openssl@3	509537
gh	291582
node	287470
python@3.14	286324
sqlite	271001
glib	237833
awscli	204960
ffmpeg	203746
uv	203244
fontconfig	192256
pkgconf	189389
xz	184375
harfbuzz	169505
zstd	167818
cmake	167576
libcap	167537
go	153403
pcre2	142472
bubblewrap	139573
libffi	139430
readline	135286
ncurses	134872
simdjson	133719
icu4c@78	128188
lz4	127992
json-c	126941
libtiff	126852
gmp	121904
mpdecimal	117180
libnghttp2	110445
jpeg-turbo	107590
libnghttp3	105398
libx11	105119
libngtcp2	104474
zlib-ng-compat	103426
expat	101389
poppler	100878
protobuf	96224
gcc	96043
little-cms2	95140
libpng	94815
llhttp	93069
libssh2	88627
webp	88549
gettext	86751
ripgrep	86052
git	85539
openjdk	84547
z3	84392
libunistring	82420
mpg123	81240
pango	80711
p11-kit	79940
sdl3	79724
pipx	79657
giflib	79377
jq	77782
abseil	77370
python@3.13	74798
ada-url	74540
imagemagick	74320
llvm	74308
mise	73958
freetype	73174
c-ares	72914
dav1d	71318
xorgproto	70472
fmt	70233
brotli	69572
fzf	68767
graphite2	68040
coreutils	67970
libvmaf	67697
python@3.12	67076
oniguruma	64917
libpsl	64451
libxext	63050
luajit	62885
libtool	62727
libxcb	62057
tesseract	60991
pnpm	60820
yq	60662
xcbeautify	60174
ollama	59337
tmux	58842
simdutf	57639
gnupg	56599
docker	56473
openexr	55728
gnutls	55673
x265	55566
krb5	55201
nss	54829
yt-dlp	54408
binutils	54255
gdk-pixbuf	53858
certifi	53277
hello	53260
