formula	count
ca-certificates	538473
openssl@3	436582
sqlite	384646
xz	333831
python@3.14	319148
zstd	256408
gh	251549
node	228152
readline	216447
lz4	197032
awscli	191603
icu4c@78	190429
glib	189965
fontconfig	188348
pcre2	188170
uv	174433
mpdecimal	161549
libunistring	155555
harfbuzz	154157
ffmpeg	153047
libpng	152123
cmake	147679
libngtcp2	147347
gmp	142128
gettext	139163
gnutls	136594
little-cms2	136544
libnghttp2	136426
jpeg-turbo	136409
go	133263
expat	132425
ncurses	132002
libnghttp3	129402
libtiff	128004
libx11	125806
freetype	124927
pkgconf	116128
zlib-ng-compat	111060
llvm	109232
llhttp	108242
brotli	107440
gnupg	105514
libxext	104669
giflib	104247
simdjson	103277
git	102402
xorgproto	101596
graphite2	100923
aom	99047
nettle	98830
imagemagick	97463
coreutils	96207
fmt	95178
libvmaf	90717
c-ares	89165
simdutf	87013
cairo	85629
libxcb	84486
pixman	82634
libuv	82131
xcbeautify	82041
libgpg-error	80263
docker	79929
merve	79904
libusb	79295
x265	79270
libomp	79065
mise	78913
ada-url	78295
libffi	77652
libxau	77416
protobuf	76852
dav1d	76356
libxdmcp	76141
nbytes	75491
pnpm	75438
gemini-cli	75407
ruby	75363
m4	75295
certifi	75282
libxrender	74459
openjdk	73727
libksba	72784
unbound	71688
ripgrep	71391
libedit	70476
openjph	69939
tmux	69583
bzip2	68707
jq	68507
lzo	68460
python@3.13	68304
pango	67495
pipx	66075
krb5	65944
poppler	65918
gcc	65348
pyenv	65289
hdrhistogram_c	65027
libssh2	64936
