formula	count
openssl@3	549362
xz	412483
zstd	407353
sqlite	395048
ca-certificates	378884
readline	329391
python@3.14	314287
gh	307109
node	306258
pcre2	271722
lz4	243396
icu4c@78	236458
awscli	232426
gettext	232159
ffmpeg	212902
uv	204576
go	203132
libpng	202927
glib	202414
mpdecimal	199890
python@3.13	176554
libngtcp2	174989
libunistring	174324
libtiff	172419
libnghttp2	169811
brotli	166249
libx11	165405
libnghttp3	163437
libuv	160911
ncurses	155501
gmp	154445
ada-url	152515
expat	151906
libxext	150901
freetype	150558
pkgconf	147899
llhttp	142949
little-cms2	141402
cmake	139384
simdjson	139238
fmt	137096
gemini-cli	136298
gcc	135627
c-ares	133668
xorgproto	133498
m4	130988
zlib-ng-compat	130477
jpeg-turbo	128705
harfbuzz	126774
git	125710
hdrhistogram_c	119200
zlib	117144
gnutls	116113
coreutils	104296
krb5	104172
dav1d	103772
bzip2	103243
uvwasi	102912
p11-kit	101611
openexr	101048
fontconfig	100851
libffi	98647
libgcrypt	97244
libssh2	96804
libxcb	95722
libxau	95276
svt-av1	94831
libxdmcp	92087
libvpx	91001
pango	90153
libedit	89053
openjph	88720
protobuf	87978
jpeg-xl	86129
libxrender	86089
unzip	84937
berkeley-db@5	83999
pixman	82384
libgpg-error	82371
curl	81731
opus	81649
binutils	78058
cairo	77390
libthai	76461
yt-dlp	76348
abseil	76321
libdatrie	76156
certifi	76085
mise	75303
xcbeautify	74892
gnupg	72219
libtasn1	69620
x265	69401
giflib	69322
yq	69196
libxml2	69108
mpfr	68494
sdl2	67966
libtool	67830
tree	67638
