formula	count
openssl@3	539000
ca-certificates	492584
node	303881
sqlite	279568
gh	270717
libcap	267506
pkgconf	241831
bubblewrap	236702
python@3.14	227459
glib	218714
awscli	210819
uv	207129
fontconfig	199706
cmake	183906
xz	183467
zstd	167878
ffmpeg	158834
json-c	152811
pcre2	144188
libffi	140213
readline	134691
libtiff	132841
icu4c@78	128350
gmp	126394
lz4	126238
ncurses	124037
harfbuzz	123057
jpeg-turbo	117593
mpdecimal	117465
go	114993
libssh2	111776
poppler	110972
ripgrep	109746
libnghttp3	107520
libngtcp2	107078
libx11	105835
git	103163
zlib-ng-compat	100355
libpng	95955
webp	95298
libnghttp2	95272
c-ares	94036
llhttp	92441
gettext	91158
p11-kit	89442
little-cms2	86895
expat	86825
libunistring	86282
dav1d	85912
simdjson	84877
pipx	83787
giflib	82893
luajit	82065
jq	80923
gcc	80763
mpg123	80473
lame	77843
fmt	77824
python@3.13	75947
libtool	75591
coreutils	74454
freetype	74216
z3	73293
sdl3	73083
pnpm	72783
xorgproto	72490
pango	72198
fzf	71259
libvmaf	71118
mise	70913
graphite2	70586
ada-url	68486
brotli	68307
docker	67474
imagemagick	66969
gnupg	66728
libxext	66320
deno	64172
openjdk	63828
svt-av1	63542
llvm	63138
certifi	62767
libxcb	62613
protobuf	60636
xcbeautify	58189
gnutls	58149
pyenv	57319
oniguruma	56711
hdrhistogram_c	55979
tesseract	55326
just	54988
cairo	53842
krb5	53704
libpsl	53338
ruby	53152
libxau	52867
libxdmcp	52131
x265	52095
binutils	50928
pixman	50158
