formula	count
openssl@3	537071
zstd	428686
xz	414843
sqlite	397016
ca-certificates	380662
readline	328267
node	325829
gh	314187
python@3.14	310082
pcre2	282396
lz4	246120
icu4c@78	234495
awscli	234423
gettext	214978
glib	209767
libpng	206043
uv	202837
mpdecimal	200300
go	199655
ffmpeg	196470
libunistring	194930
libngtcp2	184638
libtiff	181049
freetype	175501
libx11	173975
python@3.13	173212
libnghttp2	170277
brotli	165753
libuv	165304
libnghttp3	159432
gmp	157593
ncurses	155487
zlib-ng-compat	152557
pkgconf	149230
expat	145983
simdjson	144532
libxext	142956
little-cms2	141819
ada-url	141732
gemini-cli	139052
m4	137204
llhttp	137179
gcc	135573
xorgproto	134882
cmake	134536
c-ares	133007
fmt	131231
jpeg-turbo	130381
git	130155
harfbuzz	123145
gnutls	120687
openexr	114531
hdrhistogram_c	111817
coreutils	108602
fontconfig	104306
zlib	104188
bzip2	103397
p11-kit	102673
libssh2	102067
uvwasi	102058
dav1d	101089
libffi	99185
libxcb	97463
libxau	97051
krb5	94095
libxdmcp	93631
openjph	91621
libvpx	91448
libgcrypt	91106
protobuf	90896
jpeg-xl	90367
libedit	89060
libxrender	87848
libgpg-error	86280
unzip	85486
pixman	84848
berkeley-db@5	83670
curl	82483
svt-av1	82295
certifi	80056
cairo	79990
opus	79282
mise	78304
pango	77608
xcbeautify	77469
binutils	77340
abseil	76001
gnupg	73888
pyenv	72254
giflib	71047
libtasn1	70956
llvm	70542
python@3.12	70383
libxml2	69144
mpfr	68149
libtool	68113
yt-dlp	68024
x265	67916
sdl2	67515
util-linux	67270
