formula	count
openssl@3	515288
xz	431269
ca-certificates	426090
sqlite	370847
python@3.14	344608
gh	320508
zstd	307754
node	299575
readline	254508
lz4	236418
libnghttp2	234115
icu4c@78	220550
libpng	215078
glib	202658
ffmpeg	201698
pcre2	201425
libunistring	186247
awscli	186072
simdjson	183892
libngtcp2	181943
mpdecimal	181375
uv	169209
gmp	164017
harfbuzz	163948
jpeg-turbo	156557
little-cms2	156551
simdutf	155735
expat	155246
gettext	151573
freetype	151076
cmake	149081
merve	146867
llhttp	145514
giflib	143864
git	137272
ncurses	134894
libtiff	132796
zlib-ng-compat	132589
go	131542
libx11	127375
pkgconf	126309
brotli	124054
coreutils	122666
nbytes	119685
gnutls	117564
libnghttp3	117056
libxext	116635
libvmaf	116289
xorgproto	113934
libgpg-error	111311
fontconfig	108598
python@3.13	107541
x265	106699
libuv	106609
c-ares	104550
gnupg	103708
fmt	99703
unbound	97569
libgcrypt	93350
ada-url	92070
pixman	92040
mise	91638
m4	91600
libffi	91464
libxcb	91081
libxau	90585
gemini-cli	89577
libedit	88578
cairo	88259
libxdmcp	87611
llvm	87524
libxrender	86353
bzip2	86286
dav1d	86070
openexr	84379
xcbeautify	83615
libmpc	82326
ollama	81767
hdrhistogram_c	80059
jq	79738
python@3.12	78236
krb5	77858
uvwasi	77795
ripgrep	77213
nettle	76906
lzo	76837
gcc	76027
certifi	75592
openjph	73328
imagemagick	72260
unzip	71176
libssh2	70893
graphite2	70789
curl	70334
opus	70177
svt-av1	69968
libevent	69945
pango	69556
libomp	69452
libidn2	69188
