formula	count
ca-certificates	485644
openssl@3	457647
xz	385633
sqlite	371571
python@3.14	358401
zstd	289973
node	278766
gh	258697
readline	241482
lz4	227856
glib	209735
icu4c@78	206241
pcre2	195690
libnghttp2	194548
ffmpeg	183799
uv	181173
awscli	179956
libunistring	176999
mpdecimal	174956
libpng	172494
llhttp	157083
little-cms2	156919
expat	154915
gmp	153527
jpeg-turbo	149786
simdjson	146524
gnutls	146093
gettext	145759
freetype	144178
libngtcp2	144143
harfbuzz	136429
cmake	131706
libtiff	130906
ncurses	130227
zlib-ng-compat	127136
go	126516
libx11	124144
pkgconf	121245
brotli	121181
fontconfig	120626
simdutf	120471
git	119743
giflib	118715
gnupg	115980
libxext	113539
libnghttp3	113433
merve	112185
unbound	111881
xorgproto	111250
libgpg-error	109644
coreutils	107693
libvmaf	105294
fmt	103758
c-ares	100218
libuv	99672
python@3.13	98033
nbytes	97705
x265	93755
llvm	93556
nettle	93094
ada-url	91979
aom	91800
pixman	91635
libedit	90681
mise	90606
libxcb	90160
libxau	89147
cairo	88860
m4	88364
docker	87093
libxdmcp	86841
libxrender	85256
libffi	84909
libksba	84212
dav1d	84119
bzip2	82333
certifi	80363
python@3.12	79466
xcbeautify	78500
lzo	77574
pnpm	77304
hdrhistogram_c	76988
jq	74989
libgit2	74766
uvwasi	74572
ruby	74472
curl	74456
gemini-cli	74317
libgcrypt	73685
openjph	73395
ripgrep	72936
libusb	72430
gcc	72322
krb5	72228
imagemagick	71565
graphite2	71471
libssh2	71416
libomp	69507
fzf	69181
opus	69120
