formula	count
openssl@3	308130
ca-certificates	285538
gh	170224
uv	131027
python@3.14	123635
ffmpeg	122562
node	120012
pcre2	119640
cmake	115647
pkgconf	114711
xz	110573
awscli	103930
glib	102906
sqlite	102450
harfbuzz	98446
zstd	95907
gmp	92384
little-cms2	88792
go	84326
simdjson	84246
fontconfig	82520
readline	78091
lz4	75776
ncurses	71386
coreutils	68083
icu4c@78	67000
json-c	65731
libtiff	64133
gcc	63578
mpdecimal	60097
x265	57820
libpng	56015
jpeg-turbo	55218
libx11	54926
protobuf	53672
xcbeautify	53240
zlib-ng-compat	52044
libffi	50350
expat	49802
gnupg	49401
abseil	47206
webp	46437
gettext	46305
libunistring	44961
libvpx	44537
jq	44040
libnghttp2	42192
freetype	41989
giflib	41885
imagemagick	40994
git	40328
libgcrypt	39741
libheif	39226
libvmaf	38382
brotli	38041
xorgproto	37996
oniguruma	37680
simdutf	37607
c-ares	37274
graphite2	37067
openjdk	36906
dav1d	36706
fmt	36629
libnghttp3	35809
mise	35769
libngtcp2	35592
libssh2	35352
sdl3	34827
llvm	34537
neovim	34510
python@3.13	34475
libxext	34461
ripgrep	33946
pipx	33887
libxcb	33728
gnutls	33697
ninja	33692
libomp	33521
poppler	32491
hello	32411
cairo	32174
pango	31887
python@3.12	31750
p11-kit	31546
libksba	31465
krb5	31179
libtool	30923
mpg123	30845
swiftlint	30310
sdl2-compat	30184
merve	30119
yt-dlp	30086
nss	30046
xclogparser	29294
yq	29114
curl	29097
pnpm	29016
ruby	28978
llhttp	28528
libxdmcp	28427
