formula	count
ca-certificates	503737
openssl@3	491456
python@3.14	275573
gh	270349
ffmpeg	218476
node	202854
uv	193122
sqlite	190110
awscli	185832
glib	182296
pkgconf	174472
xz	167518
go	164230
harfbuzz	163800
fontconfig	158426
cmake	157312
pcre2	156375
zstd	153432
simdjson	135489
libffi	129174
ncurses	125459
readline	121056
lz4	118160
gmp	116143
icu4c@78	115407
little-cms2	114952
libtiff	112132
json-c	110802
gcc	105261
protobuf	104227
mpdecimal	104196
expat	100248
zlib-ng-compat	94769
jpeg-turbo	93623
libx11	92205
libpng	87625
abseil	84743
libnghttp2	78457
gettext	77334
webp	77206
libunistring	74479
git	73943
x265	73201
llvm	71952
jq	70125
giflib	69753
libngtcp2	68948
libnghttp3	68382
gnupg	67709
python@3.12	67348
oniguruma	66671
ripgrep	66444
freetype	66286
openjdk	65956
sdl3	65111
brotli	65015
simdutf	64961
coreutils	64859
p11-kit	64044
dav1d	63833
poppler	63230
pango	63151
c-ares	62734
fmt	62259
nss	61630
xorgproto	61580
imagemagick	61539
mise	61512
mpg123	61210
yq	60050
graphite2	59809
libvmaf	59641
python@3.13	59317
z3	59019
libssh2	58793
xcbeautify	58483
pipx	58267
yt-dlp	58101
llhttp	57884
merve	56704
tmux	56280
hello	55833
libvpx	55814
libxext	55572
pnpm	55379
libxcb	54860
ollama	54115
libtool	53489
gdk-pixbuf	53158
libpsl	52763
gnutls	52583
ruby	51545
krb5	51054
libgit2	48886
libgcrypt	48694
fzf	48678
ninja	48576
rust	48521
bzip2	48057
deno	47496
