formula	count
openssl@3	550199
xz	500699
ca-certificates	463521
sqlite	393012
python@3.14	333073
zstd	321721
gh	317641
node	302890
readline	267095
libpng	244011
lz4	240735
icu4c@78	237789
libnghttp2	237051
pcre2	206254
harfbuzz	203809
simdjson	202340
libngtcp2	200659
awscli	197110
libunistring	195770
mpdecimal	185450
ffmpeg	175690
jpeg-turbo	172569
glib	171909
gmp	163052
uv	161927
freetype	160114
gettext	158110
cmake	154727
expat	151192
little-cms2	144159
giflib	143861
ncurses	141192
git	137990
go	137455
libtiff	135180
zlib-ng-compat	135082
brotli	132789
libvmaf	131622
libx11	129259
pkgconf	129049
libnghttp3	123989
simdutf	120954
libxext	117698
libuv	117165
python@3.13	116835
xorgproto	114727
coreutils	113946
llhttp	109621
c-ares	108731
merve	108382
fontconfig	105933
ada-url	105045
fmt	103871
gnupg	101670
openexr	100428
x265	95871
gemini-cli	95219
mise	94839
libffi	94467
m4	93834
ollama	92422
bzip2	90998
libgcrypt	90530
libxcb	89853
libxau	89740
libgpg-error	89592
dav1d	89381
aom	89303
pixman	88820
gnutls	88216
nbytes	87041
libxdmcp	86737
libxrender	85485
cairo	85261
hdrhistogram_c	84518
libmpc	83506
uvwasi	83106
jq	82807
poppler	81129
krb5	80967
xcbeautify	80679
libedit	80541
unbound	79889
ripgrep	78054
gcc	78031
svt-av1	76119
fzf	75755
unzip	75329
lzo	73232
libevent	73140
llvm	73115
pango	72915
libssh2	72824
imagemagick	71759
opus	71371
libomp	71170
p11-kit	70783
python@3.12	70451
libidn2	70208
certifi	69865
